procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1      0 435432  30480 1866940    0    0  3004  2090 10367 8261 32 35  5 28  1
 3  1      0 431620  30480 1870256    0    0  3024  2133 10190 8727 32 31  5 33  0
 4  0      0 428092  30480 1873844    0    0  3292  1866 9131 7745 32 27  3 39  0
 0  3      0 424596  30480 1877256    0    0  3132  1893 8963 7866 30 26  5 38  1
 1  3      0 421036  30480 1880672    0    0  3144  1862 9417 7841 30 27  6 37  0
 0  4      0 417760  30480 1884092    0    0  3152  2049 10304 8408 33 28  4 36  0
 2  2      0 414004  30480 1887736    0    0  3416  1722 9213 7572 29 29  4 39  1
 1  3      0 410184  30480 1891236    0    0  3080  1989 9223 7853 32 27  6 34  0
 3  1      0 407160  30480 1894532    0    0  3008  2098 10774 8586 32 34  6 29  0
 2  2      0 403884  30480 1897776    0    0  2928  2049 9908 8175 32 30  5 33  0
 3  1      0 400608  30480 1901032    0    0  2936  2082 9384 8170 28 30  6 35  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3      0 397364  30480 1904388    0    0  3120  1917 9088 7690 28 32  5 35  1
 3  1      0 393552  30480 1908068    0    0  3372  1742 8438 7347 26 29  3 43  0
 4  0      0 390340  30480 1911376    0    0  3084  1953 9647 7986 28 29  6 37  1
 2  1      0 387032  30480 1914512    0    0  2832  2154 10625 8737 30 34  6 29  0
 1  3      0 383408  30480 1918004    0    0  3096  2001 10307 8384 34 32  5 29  0
 2  2      0 380724  30480 1920864    0    0  2592  2362 10967 9097 29 38  5 27  1
 4  0      0 377164  30480 1924272    0    0  3064  2159 10463 8699 33 31  6 30  0
 3  1      0 373888  30480 1927668    0    0  3052  1962 9120 7708 30 31  4 34  0
 3  1      0 369628  30480 1931284    0    0  3316  1909 9694 8171 30 27  4 39  0
 4  0      0 366068  30480 1934472    0    0  2924  2038 10756 8440 31 34  3 32  0
 4  0      0 362288  30480 1937904    0    0  3004  2037 10298 8233 34 32  6 28  0
 5  0      0 359004  30480 1941308    0    0  3132  1738 9215 7675 28 31  5 35  0
 2  1      0 356516  30480 1943996    0    0  2464  2505 12652 9512 38 35  5 22  0
 3  1      0 352956  30480 1946972    0    0  2476  2566 11728 9833 35 37  6 21  1
 3  1      0 349208  30480 1950256    0    0  2956  2081 9688 8302 28 31  6 35  0
 1  2      0 345932  30480 1953548    0    0  2988  2102 10519 8533 33 35  4 28  0
 1  3      0 341900  30480 1957080    0    0  3308  1757 8415 7324 29 28  4 39  0
 0  4      0 338876  30480 1960400    0    0  2988  2070 10803 8313 32 34  6 28  0
 3  0      0 335820  30480 1963428    0    0  2668  2345 11017 8847 33 33  5 29  0
 2  1      0 333048  30480 1966276    0    0  2516  2398 11255 9007 35 34  5 27  0
 4  0      0 329992  30480 1969420    0    0  2808  2185 10461 8693 33 30  6 31  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  2      0 326552  30480 1972332    0    0  2596  2442 11703 9411 34 37  6 23  1
 3  0      0 322992  30480 1975484    0    0  2808  2193 11348 9175 38 30  6 26  1
 2  3      0 319676  30480 1978644    0    0  2756  2302 10265 8477 35 31  5 30  0
 1  0      0 316432  30480 1981664    0    0  2696  1977 10350 7685 28 32  8 31  0
 4  0      0 313848  30480 1984336    0    0  2500  1466 16128 6033 22 40 18 20  0
 4  0      0 310604  30480 1987564    0    0  2888  2149 10676 8398 38 32  3 27  0
 2  2      0 307392  30480 1990676    0    0  2844  2170 9196 8085 25 28  5 42  0
 0  2      0 304304  30480 1993776    0    0  2800  2033 10594 8300 34 31  4 31  1
 3  1      0 301312  30480 1996820    0    0  2696  2350 11747 9255 38 34  6 22  0
 3  1      0 297784  30480 2000204    0    0  2900  2249 10802 8737 35 34  3 28  0
 3  1      0 294508  30480 2003100    0    0  2568  2490 11674 9366 34 35  5 26  0
 2  2      0 290444  30480 2006540    0    0  3116  1937 10310 7997 32 35  3 30  1
 2  2      0 286908  30480 2009836    0    0  2916  2066 10529 8406 31 31  5 33  0
 1  3      0 283884  30480 2012944    0    0  2856  2021 9879 8141 35 26  5 34  0
 1  2      0 280860  30480 2016252    0    0  3072  1994 9662 8101 29 30  4 38  0
 1  3      0 277332  30480 2019512    0    0  2892  2129 9656 8227 29 33  5 34  0
 3  0      0 274528  30480 2022564    0    0  2788  2084 9653 8265 34 28  5 34  0
 1  2      0 271032  30480 2025720    0    0  2784  2213 10958 8576 34 30  5 31  0
 4  0      0 267788  30480 2028692    0    0  2720  2230 10382 8591 28 34  7 31  1
 3  1      0 264008  30480 2031964    0    0  2964  2017 9933 7988 29 32  5 33  0
 2  1      0 260724  30480 2035140    0    0  2856  2138 9890 8369 32 29  5 34  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  3      0 257732  30480 2038124    0    0  2672  2289 10974 8856 31 34  7 28  0
 0  2      0 254580  30480 2041120    0    0  2628  2418 10896 8810 33 32  7 28  0
 4  0      0 251116  30480 2044320    0    0  2848  2177 10101 8258 32 32  7 29  0
 1  3      0 247840  30480 2047252    0    0  2608  2378 11278 9062 36 31  5 27  0
 2  1      0 244312  30480 2050496    0    0  2996  1913 8398 7500 27 26  4 43  0
 3  0      0 240848  30480 2053352    0    0  2560  2270 10758 8831 37 31  5 26  0
 2  2      0 237256  30480 2056476    0    0  2820  2245 10148 8470 32 29  6 32  1
 4  0      0 234768  30480 2059052    0    0  2200  2634 12294 9695 34 39  5 22  0
 3  0      0 231460  30480 2062028    0    0  2548  2509 11566 9149 34 35  4 26  0
 1  3      0 228680  30480 2064740    0    0  2412  2574 11462 9716 36 34  6 24  0
 2  1      0 226160  30480 2067656    0    0  2484  2485 12113 9216 36 37  4 23  1
 1  1      0 223136  30480 2070412    0    0  2360  2634 12330 9598 38 37  5 21  0
 0  1      0 219852  30480 2073224    0    0  2348  2721 12270 9427 39 34  5 21  0
 3  1      0 216796  30480 2075720    0    0  2200  2670 12201 9614 37 35  6 21  0
 1  2      0 214056  30480 2078636    0    0  2500  2421 11666 9122 37 35  6 22  0
 1  1      0 211024  30480 2081476    0    0  2452  2398 10685 8754 32 36  5 27  0
 0  4      0 208032  30480 2084640    0    0  2804  2161 10523 8437 36 28  5 31  0
 1  2      0 205544  30480 2087296    0    0  2372  2394 10891 8922 36 30  5 29  0
 1  3      0 202488  30480 2090228    0    0  2592  2353 11111 8660 34 34  5 27  1
 3  1      0 199684  30480 2092808    0    0  2192  2738 12591 9804 42 32  5 21  0
 1  1      0 196976  30480 2095620    0    0  2460  2469 10814 9046 37 30  4 29  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 194108  30480 2098444    0    0  2564  2406 10696 8960 32 30  5 33  0
 2  1      0 191368  30480 2101124    0    0  2248  2681 12512 9498 38 41  5 16  0
 4  0      0 188596  30480 2104004    0    0  2464  2534 12631 9829 37 39  4 20  0
 4  0      0 185816  30480 2106676    0    0  2288  2705 12311 9534 38 35  5 21  0
 3  1      0 182980  30480 2109472    0    0  2352  2550 11647 8851 38 38  4 19  1
 4  0      0 180304  30480 2112180    0    0  2368  2619 11348 9320 37 33  6 24  0
 0  3      0 177532  30480 2115000    0    0  2556  2358 11703 8975 36 34  5 25  0
 4  0      0 174948  30480 2117704    0    0  2212  2789 12098 9942 38 36  5 21  0
 2  1      0 171892  30480 2120536    0    0  2488  2354 11536 8944 35 35  5 25  0
 0  3      0 169460  30480 2123176    0    0  2236  2649 11543 9333 36 34  6 24  0
 3  0      0 166436  30480 2125864    0    0  2360  2538 11432 9296 34 33  5 28  0
 1  1      0 163664  30480 2129044    0    0  2816  2145 10181 8244 33 29  6 33  0
 4  0      0 160860  30480 2131520    0    0  2092  2750 12744 9866 38 38  5 18  1
 1  1      0 157836  30480 2134272    0    0  2368  2521 11563 9337 32 37  7 24  0
 3  1      0 155032  30480 2136656    0    0  2036  2734 13419 9939 39 39  5 17  1
 1  1      0 151788  30480 2139484    0    0  2348  2773 12580 9472 36 39  5 21  0
 3  1      0 148480  30480 2142444    0    0  2660  2314 11154 8818 34 33  4 29  0
 1  1      0 145268  30480 2145220    0    0  2412  2445 11674 9246 34 35  6 24  0
 0  2      0 142552  30480 2147916    0    0  2276  2722 13112 9741 43 36  4 17  0
 1  3      0 139968  30480 2150468    0    0  2120  2793 12041 9498 36 35  6 21  1
 1  2      0 136912  30480 2153252    0    0  2392  2510 11871 9183 35 38  4 24  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  3      0 134740  30480 2155912    0    0  2296  2581 11589 9093 37 34  6 23  0
 0  3      0 131872  30480 2158444    0    0  2160  2686 11962 9623 35 36  6 22  0
 3  0      0 129352  30480 2161140    0    0  2328  2557 11372 8837 36 34  6 24  0
 3  1      0 125980  30480 2163616    0    0  2140  2726 12860 9535 36 42  5 17  1
 3  1      0 122824  30480 2166460    0    0  2432  2425 10480 8732 31 31  5 34  0
 1  1      0 119768  30480 2169084    0    0  2256  2530 12443 9676 35 38  6 21  0
 4  0      0 117564  30480 2171176    0    0  1700  3109 13663 10498 41 38  4 16  0
 2  2      0 114128  30480 2173980    0    0  2320  2698 12431 9503 34 39  5 21  1
 1  2      0 110728  30480 2176484    0    0  2136  2793 12280 9817 37 37  6 19  0
 3  0      0 108208  30480 2179192    0    0  2284  2670 11898 9249 37 33  5 25  0
 2  1      0 105688  30480 2181660    0    0  2076  2757 13419 9778 42 41  4 13  0
 4  0      0 129128  30276 2155640    0    0  1972  2842 12297 9647 31 43  6 20  0
 4  0      0 126536  30276 2158252    0    0  2148  2833 13536 10061 37 41  4 18  0
 4  0      0 123356  30276 2160780    0    0  2032  2898 13516 9556 44 40  4 12  1
 3  0      0 120424  30276 2163436    0    0  2196  2815 11239 9045 35 36  5 23  1
 4  0      0 119992  30276 2165884    0    0  2080  2742 13085 9284 37 45  3 14  0
 3  1      0 117252  30276 2168484    0    0  2152  2769 12854 9833 37 41  4 18  0
 1  3      0 115268  30276 2170852    0    0  1904  3010 13691 10436 41 41  4 14  0
 2  2      0 112748  30276 2173520    0    0  2248  2677 12745 9343 40 39  4 17  1
 1  2      0 109440  30276 2175976    0    0  2032  2878 13114 10137 35 41  6 18  0
 0  4      0 108908  30276 2178012    0    0  1484 10279 8992 6922 32 29  3 36  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1      0 107464  30276 2180236    0    0  2152  7956 6710 5172 27 19  7 46  0
