procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1      0 358064   7544 2329460    0    0   748  3893 15706 10791 47 47  3  3  1
 4  0      0 356016   7544 2330692    0    0   724  3882 15854 10469 51 45  2  2  0
 4  0      0 353716   7544 2332156    0    0   888  3821 15981 10639 49 47  2  2  0
 4  0      0 352016   7544 2333324    0    0   584  3858 15552 10471 48 47  2  3  0
 3  1      0 350220   7544 2334604    0    0   760  3761 15626 10257 49 46  2  2  0
 4  0      0 347724   7544 2335976    0    0   812  3646 15434 10184 43 50  3  3  2
 3  0      0 345928   7544 2337380    0    0   880  3785 15975 10461 47 50  2  2  0
 4  0      0 344000   7544 2338856    0    0   888  4062 15959 11026 50 45  2  3  0
 4  0      0 341700   7544 2340548    0    0  1124  4093 16269 10971 44 49  3  4  0
 3  1      0 339644   7544 2341752    0    0   668  3790 15546 10202 45 50  3  3  0
 4  0      0 337596   7544 2343036    0    0   732  3957 16546 10624 52 44  2  3  0
 4  0      0 335612   7544 2344456    0    0   860  3950 16328 10744 47 48  2  2  1
 4  0      0 333880   7544 2345656    0    0   652  3745 15979 10382 49 46  2  2  0
 4  0      0 372404   7544 2347168    0    0   952  3886 16072 10688 46 50  2  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 370476   7544 2348712    0    0   728  4431 16339 11040 48 48  2  2  0
 4  0      0 369624   7544 2349484    0    0   512  5512 15735 10339 48 48  2  2  0
 4  0      0 368332   7544 2350812    0    0   784  5343 15204 10090 53 43  2  2  0
 4  0      0 367040   7544 2352024    0    0   664  5887 15647 10427 46 49  2  2  0
 4  0      0 365780   7544 2353076    0    0   528  5635 15705 10335 49 47  2  2  0
 4  0      0 365844   7544 2354136    0    0   524  5855 15977 10302 51 45  2  2  0
 4  0      0 364836   7544 2355292    0    0   612  5619 16296 10279 44 52  2  2  0
 4  0      0 363032   7544 2356376    0    0   584  5499 15067 10233 53 41  3  2  1
 4  0      0 461848   7544 2258392    0    0  3204  5988 15920 10813 45 49  3  3  0
 4  0      0 457848   7544 2262092    0    0  3256  5214 14372 10042 46 43  4  7  0
 4  0      0 453060   7544 2266172    0    0  3492  5505 14504 10099 45 44  2  9  0
 4  0      0 450508   7544 2269644    0    0  2996  5578 15198 10316 47 46  3  4  0
 4  0      0 447264   7544 2272984    0    0  2760  5753 15571 10346 53 41  3  2  1
 5  0      0 443232   7544 2276956    0    0  3404  5557 15180 10142 46 46  3  5  0
 4  0      0 439420   7544 2280168    0    0  2732  5486 14942 10124 48 43  2  7  0
 4  0      0 447420   7544 2283276    0    0  2608  5917 15655 10770 45 47  3  6  0
 4  0      0 444964   7544 2286204    0    0  2372  5862 15675 10519 46 48  3  3  0
 3  0      0 440364   7544 2289024    0    0  2228  5377 15333 10031 44 49  2  3  1
 4  0      0 436900   7544 2291876    0    0  2388  5722 15835 10310 49 46  3  2  0
 4  0      0 433940   7544 2294492    0    0  2084  6089 16289 10917 46 49  3  3  0
 4  0      0 429656   7544 2297320    0    0  2296  5846 15666 10518 46 48  3  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 426000   7544 2299844    0    0  1996  5397 15077 10147 48 46  3  3  0
 3  0      0 423324   7544 2302416    0    0  2028  5638 14986 9939 49 46  2  2  1
 3  1      0 422348   7544 2305032    0    0  2128  5653 15160 10090 45 49  3  2  1
 3  0      0 418504   7544 2307024    0    0  1460  5750 15379 10314 50 47  2  2  0
 4  0      0 414724   7544 2309444    0    0  1880  5663 15763 10381 48 47  2  2  0
 5  0      0 411292   7544 2311688    0    0  1716  5773 15442 10167 50 46  2  2  0
 4  0      0 408456   7544 2313544    0    0  1320  6022 16205 10921 48 47  2  2  0
 4  0      0 405464   7544 2316040    0    0  2064  5205 14768 9606 48 47  2  2  2
 5  0      0 404140   7544 2318516    0    0  1864  5530 14863 9656 51 45  2  2  0
 4  0      0 400392   7544 2321020    0    0  1972  5973 15757 10573 49 47  2  3  0
 4  0      0 397400   7544 2323236    0    0  1704  5870 15934 10512 50 45  2  3  1
 4  0      0 393116   7544 2325536    0    0  1772  5669 15677 10272 49 47  2  2  0
 3  0      0 391856   7544 2328112    0    0  2040  5686 15094 10146 48 47  3  2  1
 3  1      0 388296   7544 2330648    0    0  2000  6197 16191 10877 47 48  3  3  0
 2  1      0 385304   7544 2332836    0    0  1652  5994 15831 10965 49 45  2  4  0
 5  0      0 384296   7544 2335136    0    0  1844  5610 15467 10583 51 43  3  4  0
 3  1      0 379980   7544 2337644    0    0  1940  6253 16329 11121 49 45  2  4  0
 5  0      0 376452   7544 2340288    0    0  2152  5406 15080 9608 47 47  2  3  1
 5  0      0 373208   7544 2342376    0    0  1536  5601 15489 9871 50 47  2  2  0
 4  0      0 370436   7544 2344196    0    0  1284  5750 15915 10215 52 45  2  2  0
 2  1      0 366372   7544 2346652    0    0  1920  6040 16214 10831 45 50  3  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 363380   7544 2349108    0    0  1904  5673 14985 10075 48 47  2  2  0
 4  1      0 361048   7544 2351428    0    0  1800  5593 14905 10030 48 47  2  3  1
 4  0      0 358876   7544 2353168    0    0  1272  5469 14351 9713 47 47  3  2  1
 4  0      0 357300   7544 2354920    0    0  1196  5778 16036 10212 47 49  2  2  0
 4  0      0 353960   7544 2357076    0    0  1632  5917 16346 10457 51 46  2  2  0
 4  0      0 351032   7544 2359248    0    0  1588  5734 15905 10437 49 46  2  2  0
 0  3      0 347692   7544 2361460    0    0  1668  6297 16163 11231 49 46  3  3  0
 5  0      0 345436   7544 2363432    0    0  1432  5802 15434 10232 44 49  2  3  1
 5  0      0 341896   7544 2365836    0    0  1840  5717 16030 10143 51 46  2  2  0
 4  0      0 340132   7544 2367420    0    0  1048  5926 16562 11010 47 49  2  2  0
 5  0      0 336572   7544 2369852    0    0  1892  5901 16349 10708 48 46  2  4  0
 4  0      0 333044   7544 2372144    0    0  1780  5790 15785 10230 47 49  2  2  0
 4  0      0 330588   7544 2374280    0    0  1616  5629 15315 10004 48 46  2  2  1
 3  0      0 330116   7544 2376380    0    0  1556  5778 15776 10158 48 48  2  2  0
 4  0      0 326176   7544 2378380    0    0  1444  5473 15648 10039 52 44  2  2  1
 4  0      0 322460   7544 2380740    0    0  1796  5790 15820 10218 50 46  2  2  0
 4  0      0 319280   7544 2382912    0    0  1628  5415 14411 9490 51 44  2  2  2
 3  0      0 316508   7544 2384956    0    0  1608  5501 14103 9685 46 47  2  3  2
 2  0      0 313484   7544 2386892    0    0  1456  5834 15837 10362 50 46  2  2  0
 5  0      0 310836   7544 2388956    0    0  1464  5665 15361 9902 47 48  3  2  0
 4  0      0 308128   7544 2390672    0    0  1176  5790 15831 10357 45 50  2  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 310208   7544 2392216    0    0   948  5925 15739 10411 49 48  2  2  0
 4  0      0 306300   7544 2394420    0    0  1664  5722 15660 10144 48 45  2  3  2
 4  0      0 302836   7544 2396580    0    0  1660  5741 15511 10055 50 46  2  2  0
 4  0      0 299256   7544 2398748    0    0  1628  5802 16172 10476 50 47  2  2  0
 3  1      0 296600   7544 2400808    0    0  1516  5685 16142 10324 50 47  2  2  0
 3  0      0 294300   7544 2402804    0    0  1472  5926 16075 10671 46 49  2  3  0
 5  0      0 292032   7544 2404812    0    0  1544  5813 16301 10495 47 49  2  2  0
 2  1      0 288440   7544 2407156    0    0  1784  5590 14812 9979 43 50  3  3  1
 5  0      0 285164   7544 2409264    0    0  1560  5949 15573 10198 50 46  2  2  0
 4  0      0 281920   7544 2411252    0    0  1396  5682 15577 10154 50 46  2  2  0
 3  1      0 278928   7544 2413192    0    0  1436  5737 15546 10070 51 45  3  2  0
 4  0      0 276156   7544 2414504    0    0   784  6002 15580 10768 50 45  3  3  0
 4  0      0 272848   7544 2416460    0    0  1444  5510 14796 9728 48 47  2  2  2
 5  0      0 271936   7544 2418348    0    0  1356  5866 16185 10425 51 44  3  3  0
 4  0      0 268564   7544 2420300    0    0  1408  5573 15890 10369 51 46  2  2  0
 4  0      0 265352   7544 2422368    0    0  1484  5854 16056 10383 49 47  1  2  0
 4  0      0 263996   7544 2424440    0    0  1508  5973 15730 10430 50 47  2  2  0
 2  0      0 262108   7544 2426032    0    0  1056  5810 15616 10083 48 47  2  2  1
 4  0      0 258988   7544 2427812    0    0  1236  5609 15960 10601 50 45  3  2  0
 4  0      0 255680   7544 2430208    0    0  1856  6002 15681 10573 52 44  2  3  0
 4  0      0 253948   7544 2432980    0    0  2240  6061 15616 10801 49 47  2  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 249128   7544 2435700    0    0  2192  5490 15446 10320 50 46  2  2  0
 4  0      0 245980   7544 2437544    0    0  1324  5305 14515 9620 50 45  3  2  1
 3  0      0 241568   7544 2440132    0    0  2112  5534 15677 10111 48 48  2  2  0
 4  0      0 236812   7544 2442956    0    0  2288  5997 15919 10633 50 46  2  2  0
 2  1      0 233348   7544 2445688    0    0  2200  5774 16344 10549 49 47  2  2  0
 3  0      0 229220   7544 2448588    0    0  2376  5829 15451 10503 51 45  2  2  0
 4  0      0 224716   7544 2451376    0    0  2280  5230 14976 9652 49 46  2  3  1
 5  0      0 220276   7544 2453156    0    0  1280  5697 14569 9906 51 46  2  2  1
 5  0      0 217344   7544 2455320    0    0  1624  6048 15337 10335 47 48  3  3  0
 2  0      0 215676   7544 2456500    0    0   656  5842 16096 10383 48 48  3  2  0
 4  0      0 213692   7544 2457856    0    0   816  5765 15954 10607 51 46  2  2  0
 4  0      0 211108   7544 2459728    0    0  1320  5666 15379 10121 48 49  2  2  0
 4  0      0 208620   7544 2461308    0    0  1092  5253 14836 9813 48 46  3  2  1
 4  0      0 206856   7544 2463112    0    0  1288  5586 14878 9937 55 41  2  2  0
 4  0      0 204052   7544 2464776    0    0  1144  5673 15275 9970 48 48  2  2  0
 3  1      0 217220   7544 2466500    0    0  1204  5642 15712 10369 48 48  2  2  0
 4  0      0 222512   7544 2467636    0    0   608  4981 14834 9461 50 46  2  2  0
 5  0      0 220824   7544 2468336    0    0   176  5573 14848 9500 47 48  2  2  2
 4  0      0 219912   7544 2468984    0    0   164  5687 15061 9935 46 50  2  2  0
 5  0      0 218620   7544 2469672    0    0   172  5428 14523 9800 48 48  2  2  1
 4  0      0 216196   7544 2470360    0    0   164  5451 14800 9625 50 47  2  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 215376   7544 2471096    0    0   188  6016 15695 10659 49 47  2  2  0
 4  0      0 219628   7544 2471772    0    0   152  5764 15300 10037 48 47  3  2  1
 3  1      0 218400   7544 2472356    0    0    92  5500 14759 9686 51 45  2  2  0
 3  0      0 217612   7544 2473060    0    0   196  5767 15488 10240 47 49  2  2  0
 3  0      0 214400   7544 2473680    0    0   104  5540 14205 9957 51 45  3  2  0
 5  0      0 212036   7544 2475360    0    0  1152  5692 15765 10317 51 44  2  2  1
 4  1      0 208320   7544 2477272    0    0  1364  5268 15324 10247 48 48  2  2  0
 4  0      0 204492   7544 2478720    0    0   936  5061 15160 9773 51 45  2  2  1
 5  0      0 202192   7544 2480280    0    0  1008  6258 16521 11092 49 46  2  3  0
 5  0      0 199484   7544 2481652    0    0   864  5673 15585 10136 50 46  2  2  0
 2  0      0 197248   7544 2483112    0    0   916  5886 16011 10560 46 49  2  2  0
 3  0      0 193184   7544 2486500    0    0  2872  5449 15800 10211 50 46  2  2  1
 4  0      0 188640   7544 2487596    0    0   584  5395 15385 9926 50 45  2  2  1
 4  0      0 187192   7544 2489024    0    0   792  5669 15684 10056 48 48  2  2  0
 4  0      0 184640   7544 2491844    0    0  2332  5373 15771 10049 50 46  2  2  0
 4  0      0 181836   7544 2494800    0    0  2456  5261 15015 10065 52 43  3  2  0
 4  0      0 190624   7544 2497700    0    0  2276  5198 15931 9779 53 44  2  2  0
 4  0      0 187592   7544 2500620    0    0  2424  5541 15012 10013 48 46  2  2  1
 4  0      0 183560   7544 2503632    0    0  2472  5802 15833 10129 51 45  2  2  0
 5  0      0 188624   7544 2505896    0    0  1704  5809 16322 10730 47 49  2  2  0
 4  0      0 190672   7544 2508496    0    0  2084  5486 16017 10165 48 48  2  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 195584   7544 2511216    0    0  2204  5661 16002 10475 49 47  2  2  0
 3  0      0 201816   7544 2512476    0    0   760  5750 16248 10626 47 47  3  3  1
 3  0      0 199988   7544 2513676    0    0   692  5234 15567 9892 50 46  2  2  0
 4  0      0 195956   7544 2516520    0    0  2304  5269 14832 9522 50 47  2  2  0
 4  0      0 190096   7544 2519372    0    0  2352  5698 15445 10246 51 45  3  2  0
 4  0      0 186348   7544 2522052    0    0  2188  5669 15632 10161 50 47  2  2  0
 5  0      0 181992   7544 2524328    0    0  1748  5810 15308 10173 49 46  2  2  1
 5  0      0 179064   7544 2526724    0    0  1800  5405 15602 9856 48 47  2  2  0
 4  0      0 176576   7544 2529532    0    0  2272  5434 15536 10148 49 48  1  2  0
 3  0      0 172480   7544 2532128    0    0  2032  5441 14829 10010 50 46  2  2  0
 4  0      0 168848   7544 2532896    0    0   256  6094 16016 10873 51 44  2  3  0
 5  0      0 165636   7544 2534968    0    0  1620  5696 15074 10037 49 46  3  2  0
 4  0      0 161636   7544 2537664    0    0  2104  5040 14358 9565 51 45  2  2  1
 5  0      0 158108   7544 2540388    0    0  2212  5886 15281 10238 47 48  3  3  0
 4  0      0 155808   7544 2541936    0    0  1040  5889 15850 10442 52 43  3  2  0
 4  0      0 154540   7544 2542724    0    0   256  5762 15447 10113 51 45  2  2  0
 3  0      0 153344   7544 2543932    0    0   676  5985 15710 10329 53 43  2  3  0
 4  0      0 158416   7544 2546552    0    0  2144  5390 15466 9942 49 46  3  2  1
 4  0      0 154784   7544 2549192    0    0  2132  5329 14724 9612 54 42  2  2  0
 4  0      0 151004   7544 2551724    0    0  1984  5430 14032 9404 49 47  2  2  0
 3  1      0 150312   7544 2554412    0    0  2188  5781 15354 10280 52 45  2  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  1      0 145484   7544 2557016    0    0  2020  5650 15524 10235 52 44  2  2  0
 5  0      0 141200   7544 2559100    0    0  1648  5897 15458 10105 51 44  2  2  1
 3  0      0 136820   7544 2561116    0    0  1416  5366 15540 9951 51 45  2  2  0
 2  1      0 133672   7544 2561824    0    0   184  5101 18186 8509 43 48  5  5  0
 4  0      0 132064   7544 2563248    0    0  1048  4520 18629 8023 41 48  1 10  0
 5  0      0 128852   7544 2565744    0    0  2024  4989 14666 9651 50 47  2  2  0
 5  0      0 125788   7544 2568608    0    0  2268  5294 14080 9237 46 49  3  2  1
 3  0      0 122136   7544 2571156    0    0  2160  5601 15400 9820 52 44  2  2  0
 5  0      0 119616   7544 2573140    0    0  1324  5598 15089 10096 53 43  2  2  0
 6  0      0 116024   7544 2575680    0    0  2028  5617 16127 10305 50 46  2  2  1
 3  0      0 115016   7544 2578436    0    0  2200  5358 15723 10353 51 46  2  2  0
 4  0      0 113560   7544 2579324    0    0   380  5569 14746 10079 51 45  2  2  0
 5  0      0 111668   7544 2580440    0    0   600  4286 20938 7058 35 46  2 16  0
 5  0      0 112044   7544 2582312    0    0  1656  5645 16238 10189 49 47  2  2  0
 4  0      0 109464   7544 2584864    0    0  1864  5414 14997 9927 50 46  3  2  0
 4  0      0 105132   7544 2587500    0    0  2124  5633 14930 9887 51 46  2  2  0
 4  0      0 108408   7532 2581876    0    0  1116  5510 14833 9933 50 43  3  3  1
 4  0      0 105100   7532 2584448    0    0  2060  5905 15369 10205 47 49  3  2  0
 4  0      0 107652   7520 2579664    0    0  2160  5442 16221 10090 48 48  2  2  0
 4  0      0 104124   7520 2582116    0    0  1932  5481 15203 9795 49 46  3  2  1
 4  0      0 107568   7508 2577268    0    0  2164  5841 15686 10824 52 43  4  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 109396   7496 2571384    0    0  1088  5774 14966 10146 50 46  2  2  0
 3  1      0 108632   7496 2572112    0    0   204  5805 15002 10070 42 52  3  3  2
 4  0      0 105388   7496 2574680    0    0  2064  5563 15760 10465 48 47  3  2  0
 3  1      0 109168   7484 2569872    0    0  2152  5806 15915 10520 46 51  2  2  0
 4  0      0 106900   7484 2572524    0    0  2128  5485 16231 10204 52 44  2  2  0
 4  0      0 104560   7484 2575216    0    0  2140  5642 16043 10232 50 46  2  2  0
 6  0      0 108464   7472 2570328    0    0  1940  5433 15301 9841 52 44  2  2  1
 5  0      0 106900   7472 2572224    0    0  1444  5922 16227 10627 49 46  3  3  0
 4  0      0 108128   7472 2574688    0    0  1968  5345 15451 9743 51 45  2  2  0
 4  0      0 105672   7472 2577344    0    0  2116  5910 15806 10437 47 49  2  2  0
 5  0      0 108948   7460 2572272    0    0  1864  5725 15084 10182 48 47  2  2  0
 5  0      0 108340   7460 2572888    0    0    88  5230 14831 9903 51 43  3  2  2
 4  0      0 104812   7460 2575364    0    0  1952  5741 15882 10273 50 46  3  2  0
 3  1      0 108600   7448 2570436    0    0  2116  5458 15411 9811 51 45  3  2  1
 4  0      0 105136   7448 2573072    0    0  2112  5965 16060 10488 47 49  2  2  0
 5  0      0 108340   7436 2567596    0    0  1384  5154 16017 9799 46 51  1  2  0
 4  0      0 105380   7436 2569892    0    0  1800  5633 15071 10211 50 44  3  3  1
 4  0      0 107616   7424 2564928    0    0  1940  5686 14891 9935 52 45  2  2  0
 4  0      0 104152   7424 2567596    0    0  2152  5441 16045 10071 47 49  2  2  0
 4  0      0 107112   7412 2561028    0    0   240  5770 15560 10191 52 44  2  2  0
 5  0      0 104080   7412 2562984    0    0  1340  5492 16244 10115 51 46  2  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 108332   7400 2558004    0    0  1904  5729 15919 10661 48 47  3  2  0
 4  0      0 105844   7400 2560564    0    0  2068  5673 15340 9878 49 46  2  2  1
 4  0      0 104672   7400 2563168    0    0  2056  5858 15860 10420 53 43  3  2  0
 4  0      0 108292   7388 2558368    0    0  2176  5357 15233 10115 51 44  3  2  0
 4  0      0 104640   7388 2561048    0    0  2116  5802 16201 10538 50 46  2  2  0
 4  0      0 112860   7376 2556236    0    0  2112  5833 15717 10215 51 46  2  2  0
 4  0      0 109836   7376 2558688    0    0  1920  5654 15064 10053 50 44  2  3  1
 4  0      0 106844   7376 2561436    0    0  2236  5869 15964 10490 51 45  2  2  0
 5  0      0 107916   7376 2563712    0    0  1700  5590 16241 10348 53 43  2  2  0
 5  0      0 103820   7376 2565912    0    0  1780  5569 15588 9770 49 47  2  2  0
 6  0      0 108608   7364 2560092    0    0  1020  5822 15499 10125 50 46  2  2  0
 5  0      0 107160   7364 2560712    0    0   136  5681 14963 9990 48 45  3  3  1
 4  0      0 117400   7364 2561308    0    0    96  5634 15993 10500 49 47  2  2  0
 4  0      0 115404   7364 2562060    0    0    92  5963 15199 10185 52 44  2  2  0
 3  0      0 114648   7364 2562588    0    0   108  5673 15250 10301 49 47  2  2  0
 4  0      0 114836   7364 2563324    0    0   200  5620 15785 10449 53 43  2  2  0
 4  0      0 114428   7364 2563976    0    0   156  5595 14966 9688 48 46  3  2  2
 4  0      0 114616   7364 2564676    0    0   204  5815 15548 10694 48 48  2  2  0
 4  0      0 113860   7364 2565328    0    0   100  5663 15867 10147 52 45  2  2  0
 4  0      0 113852   7364 2566248    0    0   364  5799 15730 10235 50 47  2  2  0
 4  0      0 114056   7364 2566940    0    0   172  5527 15000 9841 49 47  2  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 113884   7364 2567620    0    0   136  5835 15345 10457 48 47  2  2  0
 4  0      0 113224   7364 2568288    0    0   184  5443 14631 9518 52 42  2  2  2
 3  1      0 115120   7364 2570612    0    0  1772  6218 16103 10836 46 50  2  3  0
 4  0      0 114324   7364 2572324    0    0  1196  5664 15826 10561 47 47  2  4  0
 4  0      0 116080   7364 2573976    0    0  1116  5909 15746 10824 47 46  3  5  0
 4  0      0 114316   7364 2575620    0    0  1124  5613 15503 10111 46 51  2  2  0
 4  0      0 112080   7364 2576992    0    0   852  5426 15365 9884 52 43  2  2  1
 4  0      0 127200   7364 2578248    0    0   692  5605 15531 10168 50 47  2  2  0
 4  0      0 128272   7364 2579580    0    0   780  5750 15298 10294 49 47  3  2  0
 4  0      0 142352   7364 2580976    0    0   868  5445 15643 9987 48 48  2  2  0
 4  0      0 142572   7364 2582024    0    0   504  5438 15633 9986 46 50  2  2  1
 4  0      0 140360   7364 2583020    0    0   428  5577 14761 9812 49 44  3  3  2
 4  0      0 137776   7364 2584076    0    0   532  5774 15461 10169 52 44  2  2  0
 4  0      0 137272   7364 2585252    0    0   680  5337 14078 9083 51 46  2  2  0
 5  0      0 139004   7364 2586472    0    0   684  5570 15115 10163 51 45  2  2  0
 3  0      0 137208   7364 2587692    0    0   656  5653 15184 9944 48 47  2  2  0
 4  0      0 136044   7364 2588720    0    0   528  6110 15607 10735 49 45  3  2  1
 4  0      0 133988   7364 2589652    0    0   376  5797 15716 10161 55 42  2  2  0
 5  0      0 132224   7364 2590428    0    0   336  5557 15220 9872 46 50  2  2  0
 4  0      0 130492   7364 2591404    0    0   380  5826 15718 10637 49 47  2  2  0
 4  0      0 128468   7364 2592484    0    0   516  5635 15686 10122 50 46  3  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 126956   7364 2593692    0    0   684  5494 14774 9758 53 40  4  2  1
 4  0      0 124972   7364 2594808    0    0   572  5721 15197 10236 51 45  3  2  0
 4  0      0 122892   7364 2595948    0    0   564  5666 15718 9999 50 46  2  2  0
 4  0      0 121120   7364 2597008    0    0   536  5725 15634 10057 51 45  2  2  0
 5  0      0 119512   7364 2597996    0    0   400  5550 15584 10250 46 50  2  2  1
 3  0      0 118444   7364 2598796    0    0   372  5957 15292 10539 48 47  2  2  1
 5  1      0 116900   7364 2599832    0    0   520  5766 15503 10085 49 46  2  2  1
 5  0      0 114852   7364 2600880    0    0   476  5469 15273 9879 46 49  2  2  0
 4  0      0 113080   7364 2601916    0    0   520  5590 15915 10527 49 47  2  2  0
 4  0      0 111220   7364 2603032    0    0   516  5753 15886 10154 49 48  2  2  0
 4  0      0 110308   7364 2604060    0    0   520  5678 15824 10003 47 49  2  2  0
 4  0      0 108260   7364 2604948    0    0   404  5357 15015 9627 49 46  2  2  1
 1  0      0 106276   7364 2605832    0    0   284  5730 15686 10473 53 43  2  2  0
 4  0      0 104040   7364 2606544    0    0   192  5681 15501 10217 48 48  2  2  0
 4  0      0 109204   7348 2599928    0    0   316  5494 14839 9552 53 43  2  2  0
 4  0      0 108000   7348 2600756    0    0   304  6074 16261 10731 47 49  2  2  1
 3  1      0 106236   7348 2601840    0    0   548  5831 15445 10436 51 44  3  2  1
 3  0      0 104692   7348 2602792    0    0   412  5714 15783 10157 48 49  2  2  0
 4  0      0 109384   7336 2596268    0    0   376  5409 14849 9642 48 48  2  2  0
 5  0      0 108228   7336 2597276    0    0   476  5402 15069 10112 47 48  3  3  1
 4  0      0 107212   7336 2598272    0    0   436  5785 16316 10113 49 47  2  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 106236   7336 2599180    0    0   364  5798 15366 9972 49 47  2  2  0
 4  0      0 104472   7336 2600128    0    0   432  5673 15487 9999 52 44  2  2  1
 3  1      0 103780   7336 2601092    0    0   416  5806 16286 10534 53 44  2  2  0
 4  0      0 109512   7324 2594628    0    0   352  5921 15993 10306 49 47  2  2  0
 3  0      0 109260   7324 2595288    0    0   100  5786 15753 10455 50 46  2  2  0
 3  1      0 107716   7324 2595936    0    0    96  6253 16333 10819 51 46  1  2  0
 4  0      0 105692   7324 2596712    0    0   252  5536 15367 9973 52 42  3  2  1
 3  1      0 104496   7324 2597576    0    0   344  5773 15777 10181 51 44  3  2  0
 3  0      0 110008   7312 2590980    0    0   176  5626 15490 10082 55 40  3  2  1
 4  0      0 109788   7312 2591576    0    0    68  5761 15622 10127 53 44  2  2  0
 4  0      0 108180   7312 2592248    0    0   124  5914 15824 10641 52 44  2  2  0
 5  0      0 106732   7312 2593264    0    0   468  5761 15190 10161 50 45  3  2  1
 4  0      0 108268   7300 2588264    0    0  1776  5310 14713 9733 54 43  2  2  0
 5  0      0 103920   7300 2591264    0    0  2536  4677 14381 8976 54 44  1  2  0
 4  0      0 129144   7232 2564552    0    0  1136  5578 15552 10422 51 46  2  2  0
 4  0      0 126340   7232 2567244    0    0  2164  5509 15004 9780 52 45  2  2  0
 4  0      0 121356   7232 2570048    0    0  2280  5402 15364 9960 47 48  2  2  1
 4  0      0 116820   7232 2572540    0    0  1984  5501 15313 9825 49 47  2  2  0
 5  0      0 112772   7232 2574796    0    0  1776  5538 15620 9968 53 43  2  2  0
 4  0      0 108456   7232 2577112    0    0  1748  5378 14309 9777 51 45  2  2  0
 3  0      0 104204   7232 2579732    0    0  2116  5493 15641 10010 51 46  2  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 127388   7156 2553608    0    0  2264  5486 14922 10207 47 47  3  2  1
 4  0      0 123072   7156 2556116    0    0  1992  5345 14924 9801 51 45  2  2  0
 4  0      0 119096   7156 2558384    0    0  1884  5298 15274 9674 48 48  2  2  0
 4  0      0 114308   7156 2559440    0    0   436  5201 15645 10033 49 47  2  2  0
 3  0      0 112416   7156 2560104    0    0    96  5682 15573 10154 47 48  2  2  0
 4  0      0 109196   7156 2562928    0    0  2280  5674 15242 9940 49 46  2  2  1
 4  0      0 107180   7156 2565412    0    0  1996  5553 15021 9972 49 47  2  2  0
 4  0      0 116196   7124 2553224    0    0  2248  5582 14903 9848 54 42  2  2  1
 3  0      0 113952   7124 2555708    0    0  2000  5534 14853 9871 51 45  3  2  0
 4  0      0 110700   7124 2558388    0    0  2116  5893 14940 10396 51 43  3  3  0
 5  0      0 110732   7124 2560732    0    0  2028  5278 15342 9971 51 46  2  2  0
 5  0      0 108620   7124 2562908    0    0  1436  5873 14940 10261 53 42  2  2  1
 4  0      0 106212   7124 2565436    0    0  2040  5798 15295 10562 49 47  2  2  0
 4  0      0 109740   7124 2568076    0    0  2136  5769 15594 10416 53 43  2  2  0
 4  0      0 106368   7124 2570644    0    0  2048  5682 15846 10188 53 44  2  2  0
 5  0      0 115084   7092 2558148    0    0  2164  5101 14929 9509 50 46  2  2  0
