procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  4      0 1504584  44048 1464124    0    0  4408  1341 7317 6560 21 20  3 56  0
 3  1      0 1499504  44048 1468536    0    0  4112  1606 8690 7406 28 25  4 43  0
 1  3      0 1493896  44048 1473404    0    0  4572  1309 6965 6332 16 18  1 65  0
 0  4      0 1489588  44048 1477916    0    0  4360  1162 6849 5921 16 18  3 63  0
 2  2      0 1484776  44048 1482416    0    0  4236  1389 6933 6429 20 21  1 59  0
 2  1      0 1480232  44048 1486740    0    0  4148  1334 6682 6218 17 20  2 60  0
 1  3      0 1474908  44048 1491652    0    0  4696  1081 6249 5809 19 17  3 60  0
 0  4      0 1470112  44048 1496264    0    0  4456  1002 5812 5648 19 16  3 62  0
 1  3      0 1465324  44048 1500864    0    0  4452  1257 6504 5850 20 17  3 59  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  4      0 1460528  44048 1505096    0    0  3992  1470 7653 6803 20 22  1 56  0
 0  4      0 1455692  44048 1509880    0    0  4612   995 5152 5111 14 16  2 67  0
 3  0      0 1450936  44048 1514504    0    0  4520   970 5530 5331 17 14  3 66  0
 0  4      0 1445660  44048 1519544    0    0  4896   905 5553 5050 15 12  1 72  0
 0  4      0 1440548  44048 1524040    0    0  4300  1278 7186 6330 20 17  3 60  0
 2  2      0 1435784  44048 1528652    0    0  4452  1205 6279 5959 17 19  3 61  0
 1  3      0 1430972  44048 1533576    0    0  4756   890 5166 5027 15 14  2 69  1
 0  4      0 1425632  44048 1538200    0    0  4432  1229 7335 6650 21 17  2 59  0
 0  3      0 1421364  44048 1542312    0    0  3912  1458 6903 6511 20 20  4 56  0
 0  4      0 1416316  44048 1546868    0    0  4372  1229 6536 5840 19 21  4 56  0
 2  2      0 1411732  44048 1551432    0    0  4380  1258 6645 6110 22 20  3 54  1
 0  4      0 1406968  44048 1556032    0    0  4404  1169 5510 5404 16 15  1 69  0
 0  3      0 1401872  44048 1560512    0    0  4432  1046 6208 5579 14 14  3 68  0
 0  4      0 1397076  44048 1565712    0    0  4928   829 4360 4535 15 11  1 73  0
 0  4      0 1391696  44048 1570248    0    0  4452  1134 6312 5806 18 20  3 59  0
 2  2      0 1387068  44048 1575012    0    0  4568   905 5301 5015 18 15  1 65  1
 3  2      0 1382200  44048 1579396    0    0  4212  1354 7097 6536 22 23  3 52  0
 1  3      0 1377656  44048 1583952    0    0  4336  1185 6324 5959 17 18  4 61  0
 1  2      0 1372844  44048 1588428    0    0  4356  1222 7089 6330 20 20  3 58  0
 1  3      0 1368024  44048 1592816    0    0  4088  1453 7438 6674 19 25  3 53  0
 2  2      0 1363464  44048 1597048    0    0  4008  1538 7902 6941 23 24  4 48  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  2      0 1358928  44048 1601432    0    0  4196  1177 6546 6050 20 16  2 62  0
 2  2      0 1354212  44048 1606136    0    0  4516  1186 6231 6058 18 20  3 59  0
 3  1      0 1349580  44048 1610392    0    0  4096  1189 6609 6184 20 19  4 57  0
 2  2      0 1344808  44048 1614744    0    0  4248  1222 6176 5849 17 18  3 61  0
 0  4      0 1340232  44048 1619228    0    0  4200  1293 6767 6203 20 19  5 56  1
 3  1      0 1335688  44048 1623340    0    0  3968  1406 8171 7046 24 23  3 49  0
 3  2      0 1331136  44048 1627748    0    0  4132  1409 7248 6631 22 23  5 47  4
 3  1      0 1326340  44048 1632312    0    0  4336  1354 7649 6773 20 23  2 55  0
 2  2      0 1321292  44048 1637068    0    0  4532   901 5152 4795 16 11  3 70  1
 2  2      0 1317008  44048 1641044    0    0  3968  1206 7175 6278 23 19  5 54  0
 1  3      0 1312252  44048 1645528    0    0  4248  1123 6688 6047 20 20  3 57  0
 2  1      0 1307740  44048 1649976    0    0  4272  1082 6699 5957 18 20  2 60  0
 0  4      0 1302660  44048 1654544    0    0  4344  1113 5927 5734 16 16  3 65  0
 2  2      0 1297996  44048 1658860    0    0  4292  1006 6086 5607 17 15  2 66  0
 2  2      0 1293232  44048 1663436    0    0  4300  1233 6289 5834 21 16  1 61  1
 0  4      0 1289272  44048 1667356    0    0  3720  1490 7395 6806 20 22  5 53  0
 2  2      0 1284452  44048 1671636    0    0  4084  1285 6289 6119 19 17  3 61  0
 0  2      0 1280388  44048 1675608    0    0  3864  1470 7094 6581 20 22  5 52  0
 2  2      0 1275876  44048 1679788    0    0  3876  1517 8035 6838 25 24  3 46  1
 2  4      0 1271080  44048 1684228    0    0  4300  1198 5835 5711 20 15  3 62  0
 3  1      0 1266316  44048 1688788    0    0  4324  1113 6731 5983 21 19  1 59  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  2      0 1261992  44048 1693036    0    0  4108  1122 6361 5963 20 16  2 62  0
 1  3      0 1257732  44048 1696840    0    0  3572  1677 8773 7537 22 27  4 47  0
 2  2      0 1253164  44048 1701144    0    0  4100  1222 6772 6178 17 22  3 58  0
 1  3      0 1248408  44048 1705596    0    0  4268  1165 6758 5991 22 20  2 56  0
 1  3      0 1243588  44048 1710236    0    0  4484   930 5522 5174 17 17  1 65  0
 3  1      0 1238784  44048 1714304    0    0  3948  1421 7965 6922 24 24  3 49  0
 0  2      0 1234784  44048 1718380    0    0  3732  1774 8848 7552 24 26  5 44  1
 2  2      0 1230240  44048 1722452    0    0  3840  1513 7601 6805 21 24  5 50  0
 0  4      0 1225720  44048 1726800    0    0  4200  1186 7040 6314 17 18  2 63  0
 1  2      0 1221624  44048 1730528    0    0  3444  1733 8417 7485 24 25  5 45  1
 2  1      0 1216836  44048 1734592    0    0  3840  1554 8156 7192 22 25  3 50  0
 2  2      0 1212796  44048 1738500    0    0  3624  1793 8510 7519 26 24  4 46  0
 2  2      0 1208544  44048 1742524    0    0  3764  1482 7014 6439 23 19  7 51  0
 4  0      0 1204472  44048 1746236    0    0  3564  1581 8007 7168 25 23  4 48  0
 1  3      0 1199968  44048 1750180    0    0  3788  1502 7940 6919 26 24  4 46  0
 3  1      0 1195612  44048 1754412    0    0  3984  1441 7637 6718 24 22  3 51  1
 3  0      0 1191580  44048 1758132    0    0  3444  1654 8376 7288 27 23  4 46  0
 4  1      0 1186888  44048 1762548    0    0  4112  1309 7366 6439 22 21  2 55  0
 2  2      0 1182312  44048 1766656    0    0  3876  1506 8292 7001 24 25  4 47  0
 2  2      0 1178020  44048 1770664    0    0  3736  1589 7866 6894 24 25  2 49  0
 0  4      0 1173704  44048 1774648    0    0  3784  1436 7685 7012 21 25  4 50  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3      0 1169672  44048 1778636    0    0  3788  1361 7588 6709 22 23  2 53  0
 3  2      0 1165632  44048 1782504    0    0  3612  1638 8417 7147 21 27  4 48  0
 0  4      0 1161096  44048 1786520    0    0  3792  1469 7408 6771 20 15  3 61  1
 2  2      0 1156844  44048 1790884    0    0  4244   986 6643 5446 14 19 24 43  0
 0  4      0 1152560  44048 1794540    0    0  3404  1901 9462 7932 27 30  4 38  0
 2  2      0 1147984  44048 1798704    0    0  3908  1298 6773 6056 18 21  3 58  0
 2  2      0 1144228  44048 1802348    0    0  3472  1645 8378 7410 24 26  5 46  0
 0  4      0 1139880  44048 1806292    0    0  3648  1622 8389 7305 25 22  4 49  1
 5  0      0 1135724  44048 1809988    0    0  3496  1669 8472 7295 23 25  4 49  0
 0  2      0 1131344  44048 1814040    0    0  3740  1706 8537 7600 26 24  3 46  0
 1  2      0 1127084  44048 1818032    0    0  3772  1353 7160 6398 22 22  2 54  0
 1  3      0 1122508  44048 1822392    0    0  4100  1554 8284 7328 25 25  4 47  0
 2  2      0 1117972  44048 1826532    0    0  3900  1549 7397 6672 19 20  5 56  0
 4  1      0 1113460  44048 1830716    0    0  3972  1522 8289 7255 26 24  3 47  0
 3  1      0 1109364  44048 1834616    0    0  3628  1653 7963 6992 24 25  6 44  1
 2  1      0 1105112  44048 1838480    0    0  3640  1782 8104 7241 28 20  6 47  0
 2  2      0 1101332  44048 1841776    0    0  3084  2093 10481 8581 28 33  6 33  0
 0  2      0 1097080  44048 1845880    0    0  3772  1702 8318 7140 25 26  4 45  0
 4  1      0 1092780  44048 1849960    0    0  3848  1481 7276 6556 25 18  2 54  0
 2  2      0 1088716  44048 1853700    0    0  3480  1622 9092 7432 29 29  3 38  1
 3  1      0 1084432  44048 1857520    0    0  3608  1573 8009 7077 24 23  4 49  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3      0 1080180  44048 1861716    0    0  3932  1334 6294 6021 20 17  4 59  0
 2  1      0 1076052  44048 1865296    0    0  3500  1521 8638 7478 25 28  4 44  0
 2  2      0 1071580  44048 1869408    0    0  3864  1382 7623 7018 23 22  3 52  0
 0  3      0 1067548  44048 1872844    0    0  3120  1997 10591 8256 35 30  4 30  1
 4  0      0 1063452  44048 1876800    0    0  3692  1514 7892 6729 25 23  2 50  0
 2  2      0 1059476  44048 1880596    0    0  3468  1777 8954 7563 23 28  5 43  0
 1  3      0 1055192  44048 1884136    0    0  3308  1814 8749 7508 25 28  4 43  0
 0  4      0 1051184  44048 1888396    0    0  3992  1293 7177 6093 24 19  2 54  1
 0  4      0 1046648  44048 1892252    0    0  3688  1462 8053 6677 24 24  3 49  0
 0  2      0 1042584  44048 1896052    0    0  3456  1787 8440 7112 21 26  4 49  0
 1  3      0 1038300  44048 1899848    0    0  3612  1518 8177 7100 23 22  3 53  0
 3  1      0 1035024  44048 1903164    0    0  3100  1981 9477 8176 28 28  6 39  0
 4  0      0 1030772  44048 1906856    0    0  3404  1790 8915 7554 30 25  3 42  0
 2  2      0 1026708  44048 1910448    0    0  3332  1793 9634 7947 28 27  4 42  0
 2  2      0 1022456  44048 1914408    0    0  3640  1662 8064 7120 28 22  5 46  0
 4  0      0 1018992  44048 1917924    0    0  3388  1757 8820 7450 28 24  5 42  1
 3  2      0 1014644  44048 1921924    0    0  3640  1502 7096 6470 18 20  2 59  0
 3  1      0 1010832  44048 1925044    0    0  2960  1981 9892 8339 27 28  5 40  0
 1  3      0 1006792  44048 1928940    0    0  3612  1530 7468 6481 25 22  3 50  0
 2  2      0 1002856  44048 1932628    0    0  3436  1513 8045 6935 25 22  5 48  0
 2  2      0 998752  44048 1936348    0    0  3544  1582 8384 7194 25 22  4 49  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  2      0 994972  44048 1939780    0    0  3188  1901 9320 7816 26 29  4 42  0
 2  1      0 990908  44048 1943516    0    0  3528  1558 8327 7065 24 24  5 47  0
 3  1      0 987128  44048 1947172    0    0  3332  1769 9178 7578 25 27  2 46  0
 1  3      0 982844  44048 1951096    0    0  3720  1378 7186 6442 24 21  3 52  0
 1  2      0 978968  44048 1954400    0    0  3184  1825 8761 7561 23 27  5 43  1
 1  2      0 974648  44048 1958648    0    0  3936  1414 7597 6605 25 22  3 49  0
 3  0      0 970772  44048 1962112    0    0  3272  1669 8023 7176 22 23  3 51  0
 1  1      0 966960  44048 1965848    0    0  3448  1826 8162 7433 21 28  5 47  0
 0  2      0 963180  44048 1969332    0    0  3232  1861 8923 7885 19 29  4 48  0
 2  2      0 959400  44048 1972752    0    0  3152  1934 10082 8501 28 31  5 36  1
 2  2      0 955108  44048 1976668    0    0  3640  1469 7378 6599 24 20  5 51  0
 1  1      0 951328  44048 1980052    0    0  3192  1738 8867 7615 28 25  4 42  0
 4  1      0 947036  44048 1983900    0    0  3648  1589 8550 7413 22 29  6 43  0
 2  1      0 943036  44048 1987812    0    0  3604  1458 7552 6614 24 23  3 50  0
 2  2      0 939256  44048 1991144    0    0  3068  1937 9670 8254 30 27  5 38  1
 2  2      0 935256  44048 1994732    0    0  3360  1714 9313 7655 30 26  4 40  0
 4  0      0 931444  44048 1998004    0    0  2964  2129 10106 8479 27 31  5 37  0
 5  0      0 927916  44048 2001516    0    0  3216  1898 9237 8061 26 29  4 41  0
 0  3      0 923884  44048 2004852    0    0  3088  2003 9972 8329 32 25  4 39  0
 2  2      0 920104  44048 2008608    0    0  3468  1610 7943 6792 23 19  3 54  0
 3  0      0 916600  44048 2011740    0    0  2816  2133 10752 8672 29 33  5 33  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 912000  44048 2015664    0    0  3684  1622 8337 6943 26 27  3 45  0
 4  0      0 908000  44048 2019544    0    0  3612  1409 7110 6312 21 21  2 56  0
 1  2      0 904252  44048 2023160    0    0  3420  1598 7749 6992 22 25  4 49  0
 2  2      0 900912  44048 2026196    0    0  2804  2169 9909 8341 29 33  4 33  1
 3  1      0 897164  44048 2029648    0    0  3176  1842 9964 7729 31 31  4 34  0
 0  3      0 893100  44048 2033176    0    0  3252  1761 8661 7434 27 23  5 45  0
 4  0      0 889604  44048 2036200    0    0  2740  2306 11532 9193 36 33  5 26  1
 0  2      0 885888  44048 2039392    0    0  2896  2101 10223 8492 33 27  5 35  0
 2  1      0 882288  44048 2042600    0    0  2808  2266 10805 8669 27 34  6 33  0
 2  2      0 878004  44048 2046468    0    0  3536  1581 7811 6604 27 21  3 49  0
 3  1      0 874540  44048 2049656    0    0  2976  2022 10645 8855 29 35  5 31  0
 2  2      0 870680  44048 2053336    0    0  3352  1725 8720 7436 27 27  5 41  0
 3  1      0 867056  44048 2056208    0    0  2588  2430 11243 9061 29 37  5 28  1
 1  2      0 863592  44048 2059508    0    0  2924  2193 11083 9142 31 36  5 29  0
 1  3      0 859560  44048 2062992    0    0  3124  1978 9795 7928 28 30  6 36  0
 4  0      0 856380  44048 2065960    0    0  2704  2277 10908 8778 32 33  5 29  1
 2  2      0 852724  44048 2069040    0    0  2660  2330 10542 8644 35 28  4 33  0
 1  3      0 848472  44048 2072392    0    0  3052  2081 10245 8506 31 31  5 33  0
 4  1      0 845480  44048 2075396    0    0  2696  2214 10090 8409 33 30  5 32  1
 5  0      0 841952  44048 2078664    0    0  2920  2133 10600 8776 31 31  5 33  0
 2  1      0 838068  44048 2081644    0    0  2704  2338 10963 8886 34 34  5 28  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1      0 834604  44048 2084720    0    0  2636  2441 11989 9393 36 34  5 25  0
 3  0      0 831108  44048 2087784    0    0  2688  2274 11012 8906 35 33  4 28  0
 1  2      0 827832  44048 2090844    0    0  2652  2401 11254 8753 32 38  4 26  1
 2  1      0 824208  44048 2093968    0    0  2820  2286 10996 8979 31 35  5 28  0
 2  1      0 820524  44048 2097028    0    0  2680  2321 11018 8720 32 34  5 28  0
 4  0      0 816964  44048 2100204    0    0  2880  2038 10099 8410 31 29  4 35  0
 2  1      0 813468  44048 2103380    0    0  2836  2085 9742 8318 25 30  6 39  0
 1  3      0 809648  44048 2106552    0    0  2820  2140 9627 8342 28 27  5 40  1
 3  1      0 806592  44048 2109632    0    0  2856  2213 10390 8396 31 31  7 31  1
 1  3      0 802876  44048 2112740    0    0  2760  2278 11291 9052 33 33  4 30  0
 3  1      0 799064  44048 2116192    0    0  3108  1953 9328 7910 29 26  4 41  0
 2  1      0 795812  44048 2119196    0    0  2808  2186 10603 8651 33 32  5 30  0
 1  3      0 792032  44048 2122440    0    0  2792  2189 10516 8577 34 28  4 34  0
 2  1      0 788252  44048 2125648    0    0  2944  1966 9032 7766 25 29  4 41  1
 3  1      0 785040  44048 2128628    0    0  2668  2405 12094 9211 36 37  5 22  0
 1  3      0 781100  44048 2131660    0    0  2668  2354 10786 8734 32 36  4 27  0
 2  1      0 778424  44048 2134644    0    0  2604  2321 9882 8593 30 28  8 34  0
 3  1      0 774296  44048 2137760    0    0  2840  2198 10898 8490 35 34  4 28  0
 1  2      0 771084  44048 2140848    0    0  2700  2301 11309 9097 32 36  4 28  1
 0  2      0 767296  44048 2143728    0    0  2524  2382 11408 9414 31 36  4 29  0
 4  0      0 764116  44048 2146656    0    0  2580  2357 11598 8781 35 36  4 24  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  2      0 760524  44048 2149984    0    0  2896  2298 10777 8377 32 34  4 29  0
 1  3      0 756680  44048 2153204    0    0  2960  2045 10252 8471 30 30  5 35  0
 2  2      0 753216  44048 2156312    0    0  2728  2190 10302 8461 30 30  5 34  0
 1  3      0 749908  44048 2159296    0    0  2644  2289 11086 8914 35 30  5 30  0
 3  1      0 746184  44048 2162240    0    0  2652  2362 11207 9242 32 34  5 30  0
 2  0      0 742592  44048 2165144    0    0  2596  2337 11076 8729 31 38  5 26  0
 0  1      0 739316  44048 2168484    0    0  2904  2118 11003 8603 33 31  3 33  0
 2  2      0 735536  44048 2171692    0    0  2936  2129 9696 8227 31 27  5 36  1
 0  4      0 732008  44048 2174516    0    0  2480  2342 11733 8945 32 39  4 25  0
 4  0      0 728932  44048 2177256    0    0  2400  2477 11760 9422 35 33  6 25  0
 2  1      0 721456  44048 2180120    0    0  2428  9615 11926 9003 47 36  4 14  0
 3  1      0 715140  44048 2183956    0    0  3448  9808 10741 8244 35 35  3 27  1
 0  4      0 711068  44048 2187512    0    0  3268  1863 8878 7488 26 28  4 41  2
 2  2      0 707784  44048 2190592    0    0  2812  2306 11083 9012 30 36  4 30  0
 4  0      0 703816  44048 2193908    0    0  2960  2177 9309 7860 28 27  6 39  0
 2  1      0 700720  44048 2196752    0    0  2548  2534 12009 9604 34 35  5 26  0
 2  2      0 696940  44048 2200140    0    0  3048  2169 10182 8099 32 28  4 35  0
 2  1      0 693380  44048 2203220    0    0  2768  2289 10599 8746 33 31  4 32  0
 3  1      0 690452  44048 2206280    0    0  2720  2321 10434 8375 30 30  7 32  1
 2  2      0 687388  44048 2209424    0    0  2864  2006 9675 7878 28 30  5 37  0
 2  1      0 684080  44048 2212432    0    0  2672  2365 12000 9209 37 38  5 20  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2      0 680204  44048 2215544    0    0  2800  2282 10564 8635 31 34  6 30  0
 2  2      0 676772  44048 2218400    0    0  2432  2501 11728 9092 37 35  5 23  1
 0  3      0 673496  44048 2221580    0    0  2800  2234 10279 8261 31 30  3 36  0
 2  1      0 669748  44048 2224612    0    0  2716  2189 10374 8288 29 34  5 33  0
 1  3      0 666504  44048 2227728    0    0  2956  2006 9726 8174 28 30  4 38  0
 4  0      0 662912  44048 2231004    0    0  2856  2189 10445 8585 30 33  8 29  0
 2  1      0 659408  44048 2233752    0    0  2408  2522 12447 9537 34 39  5 22  0
 4  0      0 656100  44048 2236584    0    0  2472  2549 10960 9078 29 36  7 27  1
 3  1      0 653012  44048 2239408    0    0  2440  2598 11046 9148 34 33  6 27  0
 4  0      0 649644  44048 2242360    0    0  2676  2265 10528 8572 33 32  5 30  0
 5  0      0 646020  44048 2245392    0    0  2652  2310 10719 8722 30 36  6 29  0
 3  1      0 642776  44048 2248300    0    0  2576  2397 11557 8997 30 38  4 28  0
 4  0      0 639776  44048 2251220    0    0  2512  2458 11359 9237 32 37  5 26  1
 4  0      0 636248  44048 2253832    0    0  2264  2633 12175 9441 38 36  6 19  0
 1  2      0 632940  44048 2256604    0    0  2364  2630 11713 9198 33 37  5 26  0
 2  1      0 629916  44048 2259200    0    0  2240  2617 12361 9750 38 38  5 19  0
 0  4      0 626600  44048 2261880    0    0  2288  2702 12456 9706 41 35  4 20  0
 4  0      0 623576  44048 2264468    0    0  2196  2669 11395 9227 34 34  6 26  0
 3  1      0 620048  44048 2267236    0    0  2348  2626 12138 9432 37 36  5 22  0
 5  0      0 617120  44048 2269924    0    0  2292  2509 11764 8996 31 38  4 26  0
 3  0      0 614316  44048 2272496    0    0  2304  2646 11613 9575 37 32  5 26  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 610840  44048 2275044    0    0  2064  2785 13731 10080 41 40  4 15  1
 2  0      0 608008  44048 2277696    0    0  2148  2938 13203 9931 39 39  5 17  0
 3  1      0 604700  44048 2280360    0    0  2300  2729 12301 9441 37 37  7 19  0
 0  2      0 601140  44048 2283092    0    0  2336  2570 11802 8961 36 41  4 19  0
 4  0      0 598116  44048 2286004    0    0  2476  2425 10951 8637 36 32  5 27  0
 3  1      0 594840  44048 2288740    0    0  2392  2478 11937 9178 31 38  5 26  0
 3  0      0 591660  44048 2291436    0    0  2376  2475 10854 9050 30 33  5 32  0
 3  0      0 588824  44048 2293952    0    0  2216  2614 11906 9366 36 36  6 22  0
 3  1      0 585540  44048 2296588    0    0  2228  2769 12047 9526 38 36  6 19  0
 1  3      0 582516  44048 2299200    0    0  2296  2690 11981 9318 35 38  6 21  1
 2  2      0 579460  44048 2301852    0    0  2220  2613 11348 9130 36 35  5 24  0
 3  0      0 576436  44048 2304444    0    0  2280  2598 12720 9321 35 40  4 21  0
 0  2      0 573412  44048 2306880    0    0  1972  2977 13008 10281 38 36  7 19  0
 4  0      0 570420  44048 2309344    0    0  2032  2846 12534 9662 39 38  5 17  0
 0  1      0 567208  44048 2312072    0    0  2304  2657 11783 9238 38 33  4 24  0
 3  0      0 564300  44048 2314428    0    0  2032  2794 13081 9813 42 35  5 18  0
 3  0      0 561592  44048 2316768    0    0  1884  2845 12784 9685 38 39  6 16  1
 3  0      0 558536  44048 2319272    0    0  2100  2906 13314 9902 38 41  4 17  0
 4  0      0 555576  44048 2321524    0    0  1816  3069 13562 10442 38 40  6 15  1
 3  1      0 552772  44048 2324000    0    0  2036  2950 12640 9866 36 36  6 22  0
 1  1      0 549652  44048 2326512    0    0  2164  2813 12028 9788 35 35  7 23  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 546724  44048 2329056    0    0  2092  2830 12659 9704 38 38  6 18  0
