procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 120716   6308 225332    0    0  3992  6391 8791 15014 22 10 18 51  0
 1  4      0 120244   6308 226236    0    0  4120  5918 7481 13115 23 12 11 53  2
 0  4      0 118764   6308 227228    0    0  3400 10359 7682 13709 23 10 19 48  1
 1  5      0 118072   6308 227784    0    0  4648  5396 6206 10783 15  9  7 68  0
 1  2      0 116716   6308 228588    0    0  4456  5641 7032 12286 19  7  8 66  0
 1  3      0 115204   6308 230132    0    0  4184  6975 7824 13821 25 10 11 54  0
 3  0      0 114480   6308 230940    0    0  3520  7044 9089 14911 24 11 20 43  2
 1  3      0 113440   6308 231700    0    0  4024  6749 8088 13707 21 10 14 55  0
 1  2      0 112684   6308 232348    0    0  4280  6493 7449 12903 13  8 12 66  1
 1  3      0 111928   6308 233172    0    0  4048 10783 6384 10625 20  9 11 59  0
 3  1      0 110732   6308 234012    0    0  3760  7509 8316 14187 23 11 17 48  0
 0  3      0 109376   6308 235344    0    0  3808  7939 8182 14161 27 12 13 49  0
 1  4      0 108968   6308 236112    0    0  3976  6980 6561 11362 21 10 11 56  3
 1  3      0 107392   6308 237156    0    0  4088  7586 8151 13779 21 10 13 56  1
 2  3      0 106920   6308 237732    0    0  4056  6869 8087 13427 21 10 11 58  0
 0  4      0 106384   6308 238212    0    0  4312  6252 7654 13235 19  7  8 65  0
 1  3      0 105660   6308 238872    0    0  4016 10354 6260 11178 17  9 11 64  0
 2  2      0 104872   6308 239460    0    0  4072  6485 7722 12793 24  9 13 55  0
 1  3      0 104148   6308 240164    0    0  3632  6942 8330 14074 24 11 17 47  1
 0  3      0 119740   5720 224164    0    0  3672  7779 8051 13645 28 11 17 44  0
 1  3      0 119880   5720 224592    0    0  3784 10736 5542 9271 16 10 10 64  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  2      0 119784   5720 225204    0    0  3896  7670 6411 11157 18  8 15 58  0
 0  5      0 119816   5720 225800    0    0  2872 14047 6955 11955 21 10 20 49  0
 4  2      0 119532   5720 226484    0    0  3128  8324 7365 12504 24 10 18 46  2
 1  2      0 118492   5720 227128    0    0  3744  7049 7765 13355 23 10 16 52  0
 4  0      0 117800   5720 227932    0    0  3728  6936 7936 13440 19  9 17 54  0
 1  3      0 116508   5720 228700    0    0  4000  6594 7170 12368 23  8 10 59  0
 1  3      0 115280   5720 229388    0    0  3960  6670 8500 13632 22 11 13 54  0
 0  2      0 113736   5720 229780    0    0  3744 10111 5824 10107 16  7 12 64  2
 1  2      0 113264   5720 230460    0    0  4176  6711 8312 13505 26 11 20 43  0
 6  0      0 112224   5720 231252    0    0  3448  6863 8544 14002 27 12 20 41  0
 1  3      0 111468   5720 231888    0    0  3856  6609 8601 14196 25 11 14 50  0
 2  3      0 110712   5720 232564    0    0  3824  6522 7564 13312 23  9 16 52  0
 3  2      0 110460   5720 232996    0    0  3416 11081 6354 11003 18 10 16 54  2
 1  2      0 109548   5720 233964    0    0  3872  7461 8379 13812 26 11 14 48  0
 1  2      0 108096   5720 234904    0    0  3408  7816 8716 14702 25 12 23 39  0
 0  2      0 107752   5720 235388    0    0  3760  7503 7739 12680 20 10 20 49  0
 0  1      0 106712   5720 236156    0    0  3936  7761 7911 13194 21 10 15 55  0
 0  4      0 105736   5720 237032    0    0  3576  8321 8078 13840 19  9 18 54  0
 2  2      0 106116   5720 237908    0    0  2600 12957 6731 11428 21 11 20 47  1
 3  2      0 105896   5720 238796    0    0  3480  8161 8400 14972 24 10 22 44  0
 3  1      0 105360   5720 239772    0    0  3392  7794 7722 13030 25 12 19 41  3
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  2      0 104604   5720 240716    0    0  3528  7681 8045 13360 25 13 19 43  0
 0  4      0 139996   4728 203976    0    0  3888  7822 8446 13971 28 13 16 43  0
 2  2      0 139272   4728 204664    0    0  3545 11445 6869 11099 22 10 17 50  0
 1  1      0 137980   4728 205604    0    0  3624  7615 7557 13083 25  8 15 51  2
 2  2      0 137004   4728 206480    0    0  3760  7116 8387 13427 21 11 20 47  0
