procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  2      0 429040   3992 2568180    0    0  8756  7003 4008 3268 28 13  4 55  0
 2  2      0 421408   3992 2575020    0    0  6588  8769 3977 3968 31 12  8 49  0
 2  3      0 416612   3992 2579416    0    0  4196  8623 6592 6219 38 18 11 33  0
 3  2      0 412248   3992 2582160    0    0  2584  6592 15903 5246 28 36 18 15  3
 0  4      0 408616   3992 2586244    0    0  3848  9533 6675 6584 40 19  4 37  0
 0  4      0 403632   3992 2590676    0    0  4336  8420 5271 4951 40 14  4 41  1
 3  2      0 403372   3992 2594580    0    0  3644  9787 7028 6226 42 17 10 31  0
 2  3      0 397196   3992 2598712    0    0  4020  9559 5064 5448 39 12  9 41  0
 2  2      0 394636   3992 2602372    0    0  3408  9912 7408 6437 44 20 11 26  0
 1  3      0 390304   3992 2606280    0    0  3672  9487 6782 6004 38 23  8 27  3
 3  1      0 382972   3992 2612752    0    0  6304  8633 6248 5179 37 15  4 44  0
 2  3      0 371584   3992 2623048    0    0 10176  5999 4122 3423 26 10  1 64  0
 1  3      0 363088   3992 2631236    0    0  8040  6402 5230 4668 34 18  5 43  1
 1  1      0 356864   3992 2635224    0    0  3836  9672 7270 6329 41 24  7 27  0
 2  2      0 351920   3992 2639164    0    0  3716  9677 6078 6183 39 19  3 36  3
 1  4      0 347060   3992 2643636    0    0  4280  9249 5327 4948 40 16  3 41  0
 1  4      0 341492   3992 2647920    0    0  4116  8434 5111 5256 35 14  5 46  0
 2  2      0 336940   3992 2651784    0    0  3872  9497 5648 5877 37 17 13 34  0
 1  2      0 331836   3992 2655860    0    0  3732  9645 6511 6065 42 20  5 33  0
 2  3      0 330204   3992 2659276    0    0  3208  9068 7718 7055 45 21  6 27  1
 1  2      0 322536   3992 2663356    0    0  3916  9593 5536 5445 39 19  1 39  2
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  2      0 319292   3992 2667288    0    0  3704  9378 7706 6817 43 23  7 27  0
 2  2      0 313092   3992 2671440    0    0  4076  8521 4412 4866 35 13 20 32  0
 1  3      0 311676   3992 2675488    0    0  3812  9752 7030 5923 42 24  8 26  0
 2  3      0 306508   3992 2679840    0    0  4180  8666 6344 6177 39 19 11 31  0
 1  4      0 300980   3992 2689168    0    0  9300  7839 3356 3005 30 10  6 54  1
 2  3      0 291388   3992 2696656    0    0  7304  8419 5971 5028 38 18  2 42  0
 1  4      0 285048   3992 2703348    0    0  6568  7044 4829 4599 33 13  4 50  0
 4  1      0 276748   3992 2710880    0    0  7320  9717 6651 6070 38 21  3 38  1
 2  3      0 523404   3992 2461728    0    0  6340  7352 7062 6330 36 23  2 40  0
 1  4      0 542928   3992 2445140    0    0  6904  2158 5413 4655 59 16  0 22  2
 1  4      0 536596   3992 2451988    0    0  6756  3271 6034 4815 59 13  5 23  0
 2  3      0 528272   3992 2458784    0    0  6568  2499 6793 6221 61 15  1 24  0
 3  1      0 519956   3992 2467972    0    0  9048  5586 3963 3655 49  8  1 43  0
 5  0      0 508504   3992 2477692    0    0  9644  6476 6475 5253 42 20  2 36  0
 0  4      0 496952   3992 2487668    0    0  9760  6710 4445 4181 37 17  1 47  0
 5  0      0 487756   3992 2496968    0    0  9248  6104 4084 3503 36 13  0 50  1
 3  1      0 477468   3992 2505984    0    0  8824  7147 6064 4695 41 20  1 39  0
 1  4      0 469616   3992 2516008    0    0  9848  6295 4828 3681 36 16  5 42  0
 1  3      0 460260   3992 2524988    0    0  8840  6378 5815 5270 39 20  2 38  1
 3  2      0 451228   3992 2534520    0    0  9320  7440 6123 5441 45 18  2 36  0
 4  0      0 442100   3992 2543640    0    0  8992  6277 5849 5024 40 17  2 42  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  4      0 433736   3992 2553456    0    0  9812  7663 3922 3739 43 11  1 43  2
 0  4      0 424632   3992 2562500    0    0  8816  6622 6465 4989 40 22  0 39  0
 1  2      0 415380   3992 2570776    0    0  7980  7143 8787 7231 43 30  2 25  1
 1  4      0 406440   3992 2580504    0    0  9588  7345 5587 5011 43 16  1 40  1
 1  4      0 395684   3992 2590268    0    0  9788  5747 3597 3283 36 11  0 53  0
 3  2      0 386012   3992 2601200    0    0 10796  5683 2784 2438 29  9  1 60  1
 1  4      0 375412   3992 2611200    0    0  9836  6224 5330 4449 35 18  1 46  0
 2  3      0 366356   3992 2619456    0    0  7972  6836 8735 7599 51 21  5 23  0
 0  3      0 356252   3992 2629136    0    0  9492  7703 6794 5966 47 21  1 31  1
 1  4      0 346864   3992 2638168    0    0  8928  6747 7051 5502 44 22  2 33  0
 4  1      0 338484   3992 2647088    0    0  8816  7101 4618 3423 40 12  3 43  2
 5  0      0 329460   3992 2656608    0    0  9284  6558 6014 5197 42 18  0 41  0
 5  0      0 325200   3992 2660112    0    0  3296  7938 8062 7311 46 23  3 28  0
 2  3      0 320112   3992 2663856    0    0  3640  7707 7045 6459 45 21  1 32  0
 1  4      0 316000   3992 2667924    0    0  3920  8420 6016 5413 48 16  2 34  0
 2  0      0 310284   3992 2674964    0    0  6904  7724 4226 4236 41 11  1 45  3
 2  3      0 304716   3992 2679140    0    0  3964  9066 7362 6417 54 24  1 21  1
 3  1      0 300204   3992 2683036    0    0  3812  7463 6230 6047 45 17  4 34  0
 1  3      0 295684   3992 2686892    0    0  3636  7689 6397 6347 44 18  7 30  0
 3  1      0 292296   3992 2690340    0    0  3244  7987 7348 7103 49 20  6 25  0
 1  2      0 288760   3992 2694240    0    0  3748  8346 6034 5720 49 16  1 34  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  2      0 283704   3992 2697812    0    0  3424  7988 7213 6664 53 18  1 25  3
 1  4      0 277892   3992 2701616    0    0  3540  7735 7403 6738 49 20  2 29  0
 0  2      0 274608   3992 2705564    0    0  3768  7646 6684 5986 49 19  2 31  0
 1  4      0 268292   3992 2709252    0    0  3472  8727 7237 6442 49 22  2 26  0
 1  4      0 259432   3992 2717280    0    0  7840  7474 6397 5452 45 20  1 34  0
 3  2      0 256936   3992 2721184    0    0  3776  7386 6435 6077 45 19  2 32  3
 0  5      0 248864   3992 2729292    0    0  8028  7924 4058 4223 42 10  7 42  0
 1  4      0 242044   3992 2739516    0    0 10112  4993 3450 2779 30  9  5 56  0
 0  5      0 479104   3992 2501168    0    0  9004  7295 5641 4504 40 18  4 38  0
 4  1      0 469960   3992 2509808    0    0  8452  6956 7771 6357 39 26  3 32  0
 4  0      0 459636   3992 2519492    0    0  9544  6230 5763 4707 46 16  4 34  1
 0  5      0 449856   3992 2528368    0    0  8728  8152 5614 4110 41 17  4 37  2
 1  4      0 439696   3992 2537984    0    0  9444  6348 4528 3433 38 13  3 47  0
 3  1      0 428332   3992 2547564    0    0  9496  4754 4321 3494 31 14  2 54  0
 3  2      0 426000   3992 2550976    0    0  3276  8143 7803 7399 47 25  3 26  0
 4  1      0 424292   3992 2554340    0    0  3116  9067 7949 7182 52 23  1 23  0
 3  2      0 420600   3992 2558056    0    0  3476  6689 7318 6674 46 27  3 22  3
 3  1      0 415480   3992 2561476    0    0  3164  7939 8043 7521 47 26  3 24  0
 4  1      0 411196   3992 2565064    0    0  3472  7581 5980 5971 44 19  6 29  2
 0  4      0 399848   3992 2576524    0    0 11316  5646 4369 3615 32 15  1 52  0
 1  4      0 388004   3992 2586620    0    0 10128  4987 3158 2801 31 11  3 54  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 380696   3992 2595332    0    0  8552  7280 5666 4817 45 16  0 37  2
 5  0      0 370364   3992 2604892    0    0  9444  7383 5676 5144 40 18  1 41  0
 0  3      0 361764   3992 2614360    0    0  9208  7598 8215 6520 50 25  1 25  0
 4  1      0 353180   3992 2623012    0    0  8460  6932 6484 5490 43 20  3 35  0
 4  0      0 341620   3992 2632500    0    0  9456  6089 4573 3604 34 14  0 51  1
 3  2      0 335068   3992 2641728    0    0  8972  6776 7914 6455 49 24  1 27  1
 0  5      0 453100   3992 2522380    0    0  9376  7462 6817 6189 45 23  1 30  3
 4  1      0 442288   3992 2531616    0    0  9016  6632 7629 6369 41 27  6 27  0
 3  2      0 434216   3992 2540776    0    0  9000  6523 7029 5758 44 22  0 34  0
 2  1      0 430184   3992 2544364    0    0  3468  8564 6425 6171 47 17  4 32  1
 4  0      0 425364   3992 2548052    0    0  3556  7599 7225 6758 46 21  2 32  0
 2  3      0 421328   3992 2551900    0    0  3656  8487 5391 5074 46 16  3 33  3
 4  1      0 417796   3992 2555616    0    0  3572  7522 6439 5960 51 15  4 30  0
 2  3      0 413260   3992 2560116    0    0  4396  9280 5757 4941 48 16  2 34  0
 2  3      0 402204   3992 2571260    0    0 11064  5690 3090 2666 34 10  1 56  0
 4  0      0 392376   3992 2581328    0    0 10004  5526 2918 2625 27 10  3 59  0
 2  3      0 379492   3992 2592968    0    0 11556  4932 3222 2746 31 11  0 56  2
 1  1      0 374388   3992 2597544    0    0  4524  7556 6569 5523 47 20  3 30  0
 2  2      0 370232   3992 2601076    0    0  3288  8508 7076 6645 49 18  6 27  0
 4  0      0 365380   3992 2604388    0    0  3204  4982 7732 7166 54 19  1 26  0
 5  0      0 365288   3992 2607348    0    0  2652  6351 9106 8028 57 26  2 15  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3      0 361340   3992 2611312    0    0  3820  4955 5703 4710 52 19  1 28  1
 1  4      0 357052   3992 2615360    0    0  3884  5534 6649 4951 57 21  3 19  0
 2  4      0 462764   3992 2507708    0    0  4260  4825 5830 4882 57 16  1 26  0
 0  4      0 460432   3992 2511040    0    0  3244  9510 6598 6031 38 17  4 40  1
 3  2      0 456492   3992 2514904    0    0  3740  8613 5842 5695 34 19 14 33  0
 1  3      0 450920   3992 2518912    0    0  3784  9352 5103 5492 35 15  7 39  4
 1  3      0 446384   3992 2522836    0    0  3772  9380 6262 6063 35 19  5 41  0
 2  3      0 475272   3992 2493596    0    0  3680  8676 6932 6428 43 22  4 32  0
 4  1      0 471996   3992 2497308    0    0  3552  8536 6937 6230 43 22  5 29  0
 0  4      0 467680   3992 2500844    0    0  3360  9496 7235 6540 50 19  1 30  1
 4  0      0 467900   3992 2503456    0    0  2480  9428 7810 7021 52 23  2 21  2
 4  0      0 493644   3992 2474696    0    0  3872  9642 6921 6068 46 21  5 28  0
 3  0      0 491408   3992 2478260    0    0  3348  8806 8258 7418 43 26  4 28  0
 0  4      0 486336   3992 2481776    0    0  3344  8903 7162 6657 46 18  2 34  0
 3  2      0 484084   3992 2484988    0    0  3152  8857 7163 7047 46 18  8 28  0
 1  4      0 481028   3992 2489100    0    0  3804  8864 7493 6513 45 21  2 31  1
 2  3      0 512396   3992 2460696    0    0  4448  7630 6343 5988 39 20  2 37  2
 2  2      0 506372   3992 2466580    0    0  5744  8230 5591 5102 35 17  1 47  0
 5  0      0 501860   3992 2470544    0    0  3884  6446 6605 5838 40 20  0 40  0
 0  3      0 496252   3992 2475308    0    0  4536  7233 5424 5163 38 12  3 47  0
 1  4      0 491204   3992 2480468    0    0  5104  7110 4730 4576 36 13  1 51  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3      0 488448   3992 2484408    0    0  3668  9621 7216 6188 41 20  6 32  0
 1  2      0 484180   3992 2488220    0    0  3672  8746 6637 5726 40 21  2 35  2
 3  2      0 511288   3992 2459272    0    0  3852  8408 5757 5439 37 17  2 44  0
 1  4      0 523532   3992 2446180    0    0  6380  8043 4949 4495 35 14  2 49  0
 1  4      0 519248   3992 2452012    0    0  5764  6819 4020 3862 35  9  2 54  0
 2  3      0 512836   3992 2457240    0    0  5228  7933 4081 3929 28 11  1 60  0
 1  4      0 506916   3992 2461864    0    0  4396  6478 5961 5714 31 18  2 46  3
 2  2      0 500780   3992 2466972    0    0  5024  7980 4717 4739 30 16  0 53  1
 4  1      0 529848   3992 2437496    0    0  3232  9098 7255 6550 45 21  2 33  0
 1  4      0 526020   3992 2440672    0    0  3016 10075 7770 7229 45 22  5 28  0
 1  4      0 521216   3992 2443896    0    0  2952 10072 8419 7368 46 26  6 22  0
 3  2      0 547212   3992 2414300    0    0  2996  9306 8660 8086 45 26  3 24  3
 1  4      0 542628   3992 2418736    0    0  4400  9330 5418 5102 39 14  8 39  0
 1  3      0 539100   3992 2422848    0    0  3944  9010 5147 4892 34 13 15 38  0
 0  3      0 532084   3992 2429620    0    0  6656  7749 5380 5213 38 14  6 42  0
 1  4      0 525948   3992 2437692    0    0  7876  9430 5784 5158 35 20  3 42  0
 3  2      0 517120   3992 2445844    0    0  8024  7184 5184 4249 35 18  6 37  4
 4  0      0 510016   3992 2453264    0    0  7236  9476 6791 5652 38 24  1 37  1
 5  0      0 553528   3992 2408656    0    0  6748  8279 7774 6849 41 25  2 32  0
 2  3      0 543968   3992 2416184    0    0  7368  6576 6302 6004 44 19  1 36  0
 2  2      0 537344   3992 2423176    0    0  6832  6436 6972 6262 47 19  4 29  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1      0 532540   3992 2430480    0    0  7060  6204 6847 6134 51 17  1 32  0
 1  4      0 526508   3992 2437128    0    0  6520  6207 7606 6679 52 24  2 21  1
 2  3      0 520680   4000 2443104    0    0  5692  4962 7885 6905 53 22  1 24  0
 2  2      0 513096   4000 2448520    0    0  5224  3653 7052 5325 65 20  0 16  0
 5  0      0 507512   4000 2453884    0    0  5144  3534 7220 5577 61 21  1 17  1
 5  0      0 503000   4000 2458816    0    0  4652  3891 8313 6890 62 20  1 17  0
 5  0      0 496140   4000 2464300    0    0  5460  2397 6461 4858 59 22  0 17  1
 5  1      0 491084   4000 2469284    0    0  4624  3838 8727 7438 58 21  1 21  0
 4  1      0 483516   4000 2474704    0    0  5232  3998 8114 5995 61 23  1 15  0
 3  3      0 481808   4000 2479684    0    0  4708  4154 8666 7252 62 21  1 16  0
 3  0      0 511528   4000 2446936    0    0  4816  3258 6770 6656 45 19  4 32  0
 2  3      0 508528   4000 2450264    0    0  3148  1851 7475 7513 24 23  7 46  0
 3  1      0 504456   4000 2453568    0    0  3028  1936 7822 7714 28 23  7 42  1
 1  3      0 503100   4000 2456800    0    0  3012  1880 7682 7697 23 21  6 51  0
 0  4      0 499116   4000 2459924    0    0  2880  2073 8084 8060 30 21  7 43  0
 1  3      0 495296   4000 2463476    0    0  3300  1696 7413 7188 26 22  6 45  0
 3  1      0 491052   4000 2466816    0    0  3104  1936 8219 7887 27 26  6 41  0
 2  2      0 487476   4000 2470000    0    0  2928  2089 7985 8002 24 28  9 39  1
 3  0      0 484004   4000 2473468    0    0  3228  1758 6984 7187 26 22  7 45  0
 2  2      0 480412   4000 2476572    0    0  2964  1927 7589 7626 26 20  8 46  0
 4  0      0 476648   4000 2479816    0    0  2992  1942 7767 7623 26 27  4 42  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 473488   4000 2482884    0    0  2864  1946 7565 7765 28 23  9 40  0
 0  3      0 469552   4000 2486468    0    0  3444  1409 6269 6416 21 21  3 55  1
 2  1      0 465732   4000 2489948    0    0  3348  1509 6449 6599 22 21  4 54  0
 1  3      0 461732   4000 2493720    0    0  3572  1385 6224 6211 21 21  4 54  0
 2  1      0 458132   4000 2497088    0    0  3244  1763 6983 7182 24 20  5 51  0
 1  1      0 454692   4000 2500248    0    0  2812  2121 8123 8242 28 26  7 38  1
 2  2      0 451636   4000 2503304    0    0  2936  1933 7234 7524 20 27  9 43  0
 2  2      0 447848   4000 2507012    0    0  3488  1328 6180 6380 23 17 10 49  0
 1  3      0 444060   4000 2510240    0    0  2988  2037 8141 7988 24 30  4 41  1
 1  2      0 440784   4000 2513580    0    0  3168  1713 6307 6651 26 21  5 49  0
 4  0      0 437004   4000 2516936    0    0  3164  1727 6773 6985 24 22  5 48  0
 3  1      0 433696   4000 2519948    0    0  2816  2024 8017 7844 28 24  5 42  1
 3  0      0 429664   4000 2523632    0    0  3568  1435 6227 6295 21 21  4 53  0
 3  1      0 426412   4000 2526672    0    0  2700  2132 8852 8669 27 28  8 37  0
 3  1      0 422120   4000 2530536    0    0  3756  1357 6049 6155 25 16  2 57  0
 4  0      0 418372   4000 2534000    0    0  3264  1538 6306 6511 24 21  4 52  0
 0  4      0 414560   4000 2537276    0    0  3092  1716 7511 7331 26 24  6 44  0
 1  1      0 411528   4000 2540356    0    0  2836  2048 8454 8191 28 27  6 39  1
 1  1      0 408252   4000 2543400    0    0  2904  1938 7529 7571 20 22  7 51  0
 1  2      0 404252   4000 2547072    0    0  3436  1591 6512 6883 23 21  6 50  0
 1  1      0 401124   4000 2549960    0    0  2764  2046 7712 7791 27 25  8 40  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 397408   4000 2553176    0    0  2932  1814 7386 7456 26 22  6 46  0
 3  1      0 394604   4000 2556184    0    0  2812  1897 7502 7420 25 24  5 46  1
 1  3      0 391132   4000 2559056    0    0  2608  2151 8543 8266 25 30  8 37  0
 1  3      0 388012   4000 2561904    0    0  2640  2120 8410 8147 26 26  7 41  0
 1  1      0 385084   4000 2564764    0    0  2576  2237 8259 8352 22 25 11 42  0
 3  1      0 381556   4000 2567932    0    0  2956  1927 8048 7849 27 21  7 44  1
 1  2      0 378908   4000 2570400    0    0  2144  2488 8503 8487 29 22 10 39  1
 1  3      0 374964   4000 2573796    0    0  3220  1699 7376 7215 28 20  7 44  0
 3  1      0 371972   4000 2576680    0    0  2668  2028 7805 7935 26 26  7 41  0
 1  3      0 368916   4000 2579364    0    0  2384  2397 9557 9149 32 28  8 31  0
 1  2      0 365388   4000 2582656    0    0  3104  1657 7047 6903 26 19  5 51  0
 0  4      0 362332   4000 2585404    0    0  2448  2398 8669 8785 29 26 11 33  0
 4  0      0 358892   4000 2588860    0    0  3352  1521 6671 6544 25 19  4 51  1
 0  4      0 355552   4000 2592288    0    0  3236  1567 6507 6673 21 22  6 51  0
 4  0      0 352276   4000 2595104    0    0  2608  2058 7973 7911 26 24  7 42  1
 1  3      0 349504   4000 2597932    0    0  2644  2120 8358 8195 26 27  6 42  0
 2  1      0 346124   4000 2601000    0    0  2844  1922 7913 7957 25 26  4 45  0
 1  2      0 342976   4000 2604044    0    0  2736  2079 8281 8108 26 28  8 37  1
 2  2      0 339920   4000 2607028    0    0  2740  1977 8156 7873 32 20  7 41  0
 1  3      0 336424   4000 2610348    0    0  3112  1820 7432 7396 26 20  6 48  1
 2  2      0 332612   4000 2613620    0    0  3084  1773 7021 7198 25 19  6 50  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  1      0 329116   4000 2616868    0    0  3008  1942 8109 7829 30 23  4 43  0
 0  1      0 325988   4000 2619860    0    0  2764  2073 7954 7913 28 25  6 41  1
 0  1      0 322548   4000 2622708    0    0  2572  2229 8771 8451 27 28  7 37  0
 1  1      0 319648   4000 2625532    0    0  2548  2266 8698 8622 26 30  8 37  0
 2  2      0 316468   4000 2628400    0    0  2616  2167 8855 8521 29 28  5 38  0
 2  2      0 313192   4000 2631032    0    0  2348  2430 8870 8879 29 26 11 33  1
 4  0      0 309948   4000 2634072    0    0  2836  1884 7797 7659 23 26  9 43  0
 3  1      0 306924   4000 2636740    0    0  2532  2227 8349 8188 26 25  7 41  0
 0  3      0 303868   4000 2639636    0    0  2488  2364 9048 8826 30 27  9 34  0
 3  1      0 300512   4000 2642620    0    0  2820  1896 8472 7917 24 22  8 46  0
 1  2      0 297096   4000 2645864    0    0  3000  1848 6786 7165 19 19 10 53  0
 2  2      0 293788   4000 2648720    0    0  2620  2091 8236 8002 29 21  7 43  0
 2  1      0 290732   4000 2651644    0    0  2680  1935 7525 7677 22 24  7 46  1
 0  3      0 287488   4000 2654512    0    0  2672  2108 8702 8157 31 24  6 39  0
 0  3      0 283992   4000 2657564    0    0  2848  1906 7763 7667 25 23  5 47  0
 3  1      0 280708   4000 2660604    0    0  2828  1890 7531 7503 23 24  6 47  0
 1  2      0 277400   4000 2663668    0    0  2844  1876 7578 7579 23 24  6 46  1
 4  0      0 274124   4000 2666728    0    0  2916  1766 7091 7131 24 19  4 53  0
 4  0      0 270880   4000 2669736    0    0  2752  1929 7774 7736 23 25  7 45  0
 1  3      0 268328   4000 2672140    0    0  2104  2603 10054 9508 28 30  8 34  0
 0  4      0 265272   4000 2674832    0    0  2484  2158 8636 8366 25 28  7 40  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1      0 262028   4000 2678072    0    0  3048  1650 7055 6978 21 22  4 53  1
 2  1      0 258532   4000 2681200    0    0  2972  1739 6855 6952 22 23  7 48  1
 2  2      0 255508   4000 2683972    0    0  2512  2196 8682 8697 21 31  8 41  0
 2  1      0 251980   4000 2687224    0    0  3064  1719 7488 7312 23 22  7 48  0
 1  2      0 248924   4000 2690112    0    0  2788  1891 7347 7408 21 22  5 52  0
 0  3      0 245640   4000 2692840    0    0  2372  2233 8596 8309 23 27  7 43  0
 3  1      0 242584   4000 2695876    0    0  2776  1943 7962 7743 26 22  6 45  1
 1  1      0 239120   4000 2698544    0    0  2488  2111 7838 7978 26 24  6 44  0
 4  0      0 236380   4000 2701216    0    0  2404  2318 8878 8804 24 29  9 38  0
 2  1      0 233640   4000 2703656    0    0  2152  2447 9170 9061 26 24 10 39  1
 0  3      0 230732   4000 2706260    0    0  2436  2325 9296 8968 28 28  8 36  0
 3  1      0 227488   4000 2708996    0    0  2392  2208 8442 8223 31 23  7 40  0
 3  1      0 224684   4000 2711936    0    0  2696  1966 7976 7670 24 27  8 41  1
 0  1      0 221692   4000 2714464    0    0  2304  2295 8660 8451 27 25 10 38  0
 4  0      0 218856   4000 2716760    0    0  2196  1513 15643 5636 16 33 20 30  0
 2  1      0 216400   4000 2719316    0    0  2224  2444 9482 9380 30 23  8 39  0
 2  2      0 213376   4000 2721964    0    0  2388  2274 8590 8430 26 29  8 37  0
 1  3      0 210132   4000 2724816    0    0  2616  2084 8210 8307 29 24  6 40  1
 0  1      0 207328   4000 2727336    0    0  2268  2316 9056 8776 27 29  7 37  0
 3  0      0 204808   4000 2729676    0    0  2032  2619 9742 9431 28 31  9 31  0
 1  3      0 201532   4000 2732368    0    0  2424  2254 9243 8756 29 30  6 35  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  2      0 198224   4000 2735152    0    0  2552  2156 8559 8341 29 27  5 39  1
 3  0      0 195012   4000 2737924    0    0  2584  2053 8290 8099 25 24  5 46  0
 0  2      0 192356   4000 2740572    0    0  2268  2327 8535 8421 27 23  8 41  1
 3  1      0 189712   4000 2743004    0    0  2160  2496 9614 9385 26 32  9 33  0
