procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3      0 1216992   7216 2007408    0    0  3984  1475 6750 6540 23 21  3 53  0
 0  4      0 1193492   7216 2012464    0    0  4940   660 4293 4178 14 11  1 74  1
 2  2      0 1173016   7216 2017148    0    0  4512  1051 5723 5473 19 16  2 62  0
 4  2      0 1151296   7216 2021952    0    0  4728   958 5248 5070 20 19  3 59  0
 2  2      0 1130820   7216 2026692    0    0  4460  1107 5243 5400 19 19  8 55  0
 1  3      0 1110888   7216 2031224    0    0  4352  1199 5514 5625 17 14  3 66  0
 0  2      0 1091404   7216 2035308    0    0  4032  1278 6036 5924 18 18  2 61  0
 1  3      0 1068676   7216 2040304    0    0  4732   821 4346 4552 21 13  2 63  1
 0  4      0 1050744   7216 2044520    0    0  4024  1360 6084 6079 20 21  5 52  3
 0  4      0 1029568   7216 2049236    0    0  4572   955 5352 5377 18 19  3 61  0
 2  2      0 1013156   7216 2053192    0    0  3764  1678 7000 6856 23 22  6 49  0
 4  0      0 994176   7216 2057472    0    0  4012  1185 6429 5844 24 20  2 54  1
 3  1      0 977204   7216 2061904    0    0  4224  1393 6328 6224 18 23  2 57  0
 3  1      0 963052   7216 2065748    0    0  3584  1866 7960 7671 24 25  7 45  0
 0  2      0 949144   7216 2069764    0    0  3748  1736 7838 7471 23 25  5 46  0
 0  4      0 936260   7216 2074000    0    0  4072  1314 5932 6007 22 17  5 56  0
 2  2      0 920840   7216 2078464    0    0  4484   960 5521 5310 15 20  6 58  1
 1  2      0 910944   7216 2082648    0    0  3820  1571 6745 6703 25 22  6 48  0
 1  3      0 902420   7216 2086668    0    0  3880  1525 6071 6159 22 22  4 53  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3      0 894056   7216 2091396    0    0  4584   909 4401 4692 18 15  0 66  0
 1  3      0 888724   7216 2095172    0    0  3536  1896 7733 7435 22 24  6 47  0
 3  0      0 883696   7216 2099056    0    0  3628  1702 6930 6978 21 24  6 49  1
 2  2      0 878832   7216 2103196    0    0  4000  1344 6203 6025 21 19  4 57  0
 1  3      0 874524   7216 2107620    0    0  4284  1224 5325 5646 20 16  9 54  0
 2  1      0 869728   7216 2112036    0    0  4312   968 5198 5183 14 16  7 63  0
 0  3      0 865672   7216 2116228    0    0  4032  1313 6777 6185 17 13 34 36  1
 0  3      0 861144   7216 2120824    0    0  4448  1009 5134 5243 19 14  2 64  0
 1  3      0 856308   7216 2125480    0    0  4568   814 4364 4488 20 13  2 65  1
 1  3      0 852300   7216 2129528    0    0  3876  1478 6673 6636 21 24  4 50  0
 2  2      0 848440   7216 2133496    0    0  3732  1587 6832 6728 21 23  7 49  0
 1  2      0 844172   7216 2137648    0    0  4012  1256 6149 6060 21 22  3 54  1
 1  3      0 839580   7216 2142360    0    0  4532   858 4457 4830 17 16  5 61  0
 1  3      0 834556   7216 2146972    0    0  4532   988 5437 5240 15 14  3 67  1
 0  4      0 830256   7216 2151148    0    0  4016  1317 6052 6110 18 16  2 64  0
 2  1      0 825680   7216 2155856    0    0  4612   734 4435 4531 19 14  0 67  0
 2  2      0 821192   7216 2160160    0    0  4176  1122 5987 5806 21 20  9 49  0
 2  1      0 817332   7216 2164076    0    0  3704  1473 6952 6531 19 22 13 46  0
 3  1      0 813056   7216 2168248    0    0  3980  1489 6264 6025 24 22  3 51  1
 2  2      0 808968   7216 2172208    0    0  3792  1452 6345 6311 23 18  5 54  0
 1  3      0 804668   7216 2176540    0    0  4176  1129 6444 6014 23 18  4 55  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  4      0 799944   7216 2180856    0    0  4280  1047 4827 5088 18 15  2 64  0
 1  3      0 795856   7216 2185064    0    0  3992  1214 5665 5547 19 16 15 49  0
 0  4      0 791784   7216 2188824    0    0  3552  1705 7507 7165 23 25  6 46  1
 3  1      0 787924   7216 2192532    0    0  3532  1687 7689 7307 22 27  4 47  0
 2  1      0 783680   7216 2196440    0    0  3640  1661 7079 7035 24 23  5 47  0
 0  3      0 779672   7216 2200396    0    0  3812  1391 6151 6219 16 17  5 63  0
 2  2      0 775852   7216 2204068    0    0  3500  1737 7208 7114 22 20  6 51  1
 2  2      0 771340   7216 2208628    0    0  4504   872 4181 4664 16 13 25 46  0
 1  3      0 766552   7216 2213428    0    0  4668   641 3482 3753 17 11 11 60  0
 1  2      0 762220   7216 2217752    0    0  4140  1257 5913 6011 16 22  6 56  0
 2  2      0 758172   7216 2221752    0    0  3836  1456 6553 6353 25 20  5 49  0
 2  2      0 754480   7216 2225600    0    0  3644  1555 6953 6776 21 24  5 49  1
 1  3      0 751028   7216 2229096    0    0  3412  1664 6836 6901 22 23  5 50  0
 2  2      0 747100   7216 2232756    0    0  3440  1591 6815 6745 17 21  6 56  1
 2  1      0 743280   7216 2236496    0    0  3536  1706 7365 7076 24 18  8 50  0
 2  2      0 739492   7216 2240188    0    0  3512  1566 7220 6875 26 19  6 49  0
 1  3      0 735776   7216 2244136    0    0  3808  1367 6290 6046 18 21 11 50  0
 1  3      0 731192   7216 2248104    0    0  3896  1301 6441 6180 19 20 13 48  0
 0  2      0 727120   7216 2251956    0    0  3528  1854 7686 7357 23 26  6 45  1
 2  2      0 723104   7216 2255512    0    0  3336  1754 7748 7327 24 25  7 45  0
 4  0      0 719316   7216 2259012    0    0  3296  1696 6932 6805 23 21  6 49  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  4      0 715244   7216 2263040    0    0  3872  1390 6219 6329 16 16  4 64  0
 3  1      0 710984   7216 2267476    0    0  4360   899 4351 4710 17 14  1 69  0
 1  2      0 706976   7216 2271080    0    0  3524  1608 7013 6795 20 27  3 49  1
 2  2      0 703376   7216 2274944    0    0  3576  1589 6501 6539 23 21  5 52  0
 0  4      0 699092   7216 2279172    0    0  4108  1068 5058 5195 15 12  3 70  0
 1  3      0 695304   7216 2282908    0    0  3596  1567 6348 6581 17 18  4 61  0
 1  1      0 691328   7216 2286828    0    0  3792  1274 6499 6331 21 19  3 57  0
 1  3      0 688232   7216 2290228    0    0  3152  1857 7390 7255 18 29  7 46  0
 2  1      0 683696   7216 2294284    0    0  3952  1104 5599 5547 20 17  2 61  1
 3  1      0 680420   7216 2297728    0    0  3248  1790 7461 7557 24 22  7 47  0
 1  3      0 676152   7216 2301924    0    0  4056  1148 5538 5625 18 21  3 58  0
 4  0      0 672340   7216 2305448    0    0  3308  1782 7914 7344 25 25  5 45  1
 1  3      0 668364   7216 2309312    0    0  3808  1373 6118 6021 22 20  4 54  1
 2  0      0 664260   7216 2313052    0    0  3444  1576 6821 6574 22 26  5 46  1
 3  1      0 660480   7216 2316528    0    0  3300  1640 6478 6755 21 23  5 51  0
 0  3      0 656748   7216 2319996    0    0  3280  1771 7605 7161 26 23  5 46  1
 1  3      0 652928   7216 2323672    0    0  3540  1447 6655 6503 22 21  4 53  0
 0  4      0 649368   7216 2327128    0    0  3232  1826 6963 7224 22 22  5 50  0
 1  3      0 644612   7216 2331556    0    0  4332   782 4314 4618 21 14  2 63  0
 1  2      0 640036   7216 2335920    0    0  4200   983 5857 5629 23 17  3 57  0
 0  1      0 635996   7216 2339856    0    0  3788  1281 5981 5969 21 18  5 55  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3      0 631956   7216 2343640    0    0  3592  1547 7305 6945 24 21  5 49  0
 0  4      0 628516   7216 2347324    0    0  3548  1618 6940 6776 24 21  7 49  0
 3  1      0 624600   7216 2351140    0    0  3500  1613 7387 6779 24 25  5 46  0
 1  3      0 621348   7216 2354416    0    0  3088  1983 8328 7821 23 24  7 46  0
 2  1      0 617820   7216 2357780    0    0  3132  1873 7773 7512 21 24  9 46  0
 0  4      0 613788   7216 2361556    0    0  3644  1333 5466 5615 18 21  9 53  0
 1  2      0 609676   7216 2365000    0    0  3296  1699 6739 6950 20 23  6 51  1
 3  1      0 605708   7216 2368700    0    0  3476  1549 7429 6967 24 23  4 49  0
 1  2      0 601928   7216 2372616    0    0  3784  1282 5893 5738 21 19 13 47  1
 2  1      0 597636   7216 2376548    0    0  3740  1328 6383 6160 26 18  3 54  0
 1  3      0 594236   7216 2380424    0    0  3696  1258 5660 5693 19 20  3 58  0
 2  2      0 589824   7216 2384444    0    0  3944  1135 5447 5544 23 18  1 57  0
 2  2      0 586604   7216 2387868    0    0  3296  1668 7264 7062 20 24 10 46  0
 0  3      0 582656   7216 2391504    0    0  3344  1683 7916 7378 21 25  4 49  1
 1  3      0 579468   7216 2394740    0    0  3008  1933 8317 8008 22 27  6 45  0
 0  4      0 575688   7216 2398684    0    0  3772  1331 6187 6051 22 21  6 51  0
 0  4      0 571688   7216 2402588    0    0  3796  1105 5377 5493 23 17  3 57  0
 0  3      0 568348   7216 2405948    0    0  3140  1851 7881 7514 23 27  5 44  0
 0  4      0 564592   7216 2409556    0    0  3360  1713 7759 7269 23 26  4 47  0
 0  4      0 561064   7216 2413164    0    0  3508  1446 6056 6207 16 22  5 57  1
 3  1      0 557024   7216 2417100    0    0  3728  1369 6623 6535 22 22  4 52  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2      0 553244   7216 2420380    0    0  3056  1971 7846 7654 25 25  7 43  0
 4  0      0 550212   7216 2423300    0    0  2700  2137 8182 8103 22 27  9 41  1
 2  1      0 546684   7216 2426680    0    0  3192  1673 7081 6925 22 19  6 53  0
 3  0      0 543692   7216 2429440    0    0  2504  2332 9449 8810 25 28  9 38  0
 0  3      0 540132   7216 2432972    0    0  3332  1646 7119 6935 24 20  5 51  0
 1  3      0 537100   7216 2435912    0    0  2664  2205 8916 8631 26 30  8 36  0
 2  2      0 533572   7216 2439312    0    0  3244  1589 6710 6866 20 21  5 54  0
 0  4      0 530068   7216 2442648    0    0  3160  1770 6900 6954 23 23  5 49  1
 0  4      0 526572   7216 2445860    0    0  2948  2033 8379 8010 24 29  7 40  1
 0  4      0 523004   7216 2449304    0    0  3216  1809 8248 7751 23 29  5 43  0
 3  1      0 518720   7216 2452996    0    0  3552  1330 6535 6221 20 17  2 62  0
 0  4      0 514900   7216 2456516    0    0  3296  1677 7640 7470 18 28  3 52  0
 3  1      0 511436   7216 2460080    0    0  3472  1382 6187 6289 19 17  5 59  0
 1  3      0 507624   7216 2463136    0    0  2816  2024 7896 7733 26 24  6 44  1
 2  1      0 504316   7216 2466380    0    0  3008  1882 8247 7645 24 27  7 42  0
 2  2      0 501072   7216 2469724    0    0  3156  1816 7333 7132 25 25  7 43  0
 2  3      0 497756   7216 2473008    0    0  3048  1825 8274 7751 24 26  6 45  0
 0  3      0 494260   7216 2476500    0    0  3288  1684 7334 7175 22 25  6 47  1
 2  2      0 490700   7216 2479824    0    0  3168  1616 7445 6926 21 19  5 55  0
 0  3      0 487456   7216 2482880    0    0  2860  2009 7635 7656 21 25 10 44  0
 4  2      0 483732   7216 2486420    0    0  3268  1719 8149 7683 24 27  6 43  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  2      0 480604   7216 2489152    0    0  2540  2222 8392 8192 22 27  9 42  0
 0  2      0 477360   7216 2492244    0    0  2816  2077 8850 8169 27 23  7 43  1
 2  1      0 473548   7216 2495572    0    0  3164  1669 6882 6754 21 18  6 55  0
 1  2      0 470336   7216 2498692    0    0  2856  2010 8442 8246 24 29  8 39  0
 2  2      0 466744   7216 2501880    0    0  2984  1867 8030 7776 28 24  7 41  0
 3  1      0 462996   7216 2505296    0    0  3192  1737 7773 7287 26 26  6 41  0
 0  4      0 459468   7216 2508684    0    0  3232  1676 6711 6687 23 22  6 50  0
 1  3      0 455720   7216 2512328    0    0  3576  1212 5807 5761 20 19  3 58  1
 1  2      0 451844   7216 2515880    0    0  3276  1700 7129 7005 21 25  5 48  1
 1  3      0 448120   7216 2519316    0    0  3268  1610 6935 6879 21 23  5 51  0
 1  3      0 444624   7216 2522816    0    0  3324  1518 6826 6904 24 22  6 48  0
 2  2      0 441032   7216 2525860    0    0  2896  1808 7042 7104 21 22  8 49  0
 2  2      0 437536   7216 2529052    0    0  3076  1658 7018 6755 25 23  5 47  0
 2  0      0 433976   7216 2532392    0    0  3044  1847 7671 7459 23 24  7 46  0
 1  3      0 430472   7216 2535692    0    0  3100  1729 7559 7375 23 24  5 48  1
 3  0      0 426628   7216 2539064    0    0  3204  1675 7331 7037 25 23  6 46  0
 0  4      0 423164   7216 2542256    0    0  2980  1921 7783 7527 28 23  7 42  0
 3  1      0 420172   7216 2545300    0    0  2848  1507 7065 6625 24 21  4 51  1
 1  3      0 416076   7216 2548952    0    0  3412  1859 8357 7772 24 27  5 45  0
 2  0      0 412328   7216 2552480    0    0  3380  1431 6422 6221 22 19  3 56  1
 2  2      0 408800   7216 2555700    0    0  3024  1804 7096 7131 24 23  6 47  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 405484   7216 2558948    0    0  3040  1747 7378 7086 24 24  5 46  0
 4  0      0 402208   7216 2561904    0    0  2728  2140 8321 7965 25 26  8 41  0
 1  3      0 398900   7216 2564968    0    0  2952  1764 7281 7032 19 19  9 52  1
 0  2      0 395248   7216 2568360    0    0  3212  1623 7253 7153 22 23  4 52  0
 1  2      0 392128   7216 2571064    0    0  2372  2365 8952 8775 27 29  9 36  0
 0  4      0 388412   7216 2574668    0    0  3512  1369 5937 5989 22 17  3 58  0
 0  3      0 384820   7216 2577916    0    0  2988  1744 7282 7255 26 23  7 44  0
 4  0      0 381796   7216 2580756    0    0  2676  2038 7756 7577 22 26  6 44  1
 0  3      0 379056   7216 2583252    0    0  2212  2506 9699 9091 32 26  9 33  0
 2  0      0 375748   7216 2586268    0    0  2796  1963 8008 7789 25 25  6 43  0
 1  1      0 372276   7216 2589432    0    0  2968  1811 7955 7415 21 22  6 51  0
 1  3      0 368464   7216 2592624    0    0  2948  1826 7750 7251 24 23  5 49  0
 2  2      0 364904   7216 2596060    0    0  3300  1481 6366 6430 22 18  6 54  0
 1  2      0 362124   7216 2598740    0    0  2380  2336 9846 8816 30 27  7 36  1
 0  4      0 358880   7216 2601892    0    0  2996  1772 7179 7105 24 22  7 47  0
 3  1      0 355100   7216 2605008    0    0  2876  1856 8827 7862 29 26  5 41  0
 1  3      0 351824   7216 2608328    0    0  3088  1726 7232 7199 22 27  6 45  0
 1  1      0 348012   7216 2611668    0    0  3152  1686 7272 7023 18 26  5 50  1
 2  2      0 344484   7216 2614748    0    0  2860  2026 8150 7905 24 21  7 47  0
 2  1      0 340988   7216 2617944    0    0  2996  1822 7772 7395 24 26  5 45  0
 1  3      0 337672   7216 2620916    0    0  2760  1987 7749 7623 23 23  7 46  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  2      0 334176   7216 2624092    0    0  3076  1726 7393 7129 24 18  6 51  1
 0  4      0 331120   7216 2627132    0    0  2720  2017 8459 8111 22 29  8 41  0
 0  4      0 327624   7216 2630064    0    0  2732  1846 7640 7408 24 22  6 48  0
 0  2      0 324348   7216 2633384    0    0  3148  1538 7129 6857 23 23  5 49  0
 1  1      0 321292   7216 2636140    0    0  2496  2135 8740 8092 29 27  9 35  1
 2  0      0 317920   7216 2639216    0    0  2860  1943 7982 7775 26 26  7 41  0
 1  3      0 314260   7216 2642248    0    0  2828  1911 7348 7233 22 25  6 46  1
 1  2      0 311204   7216 2645164    0    0  2680  2046 8427 8050 21 24  9 45  0
 0  2      0 307708   7216 2648288    0    0  3004  1677 7448 7170 22 19  6 53  0
 2  1      0 304904   7216 2651352    0    0  2808  1979 8432 7986 23 24  8 45  0
 1  1      0 301408   7216 2654180    0    0  2616  2103 8471 7856 26 27  6 41  0
 2  2      0 298100   7216 2657108    0    0  2656  2141 8511 8334 26 24  9 41  0
 0  4      0 294824   7216 2660128    0    0  2796  1936 8610 7895 27 26  5 42  0
 1  2      0 291444   7216 2663012    0    0  2728  2038 8185 7773 26 25  8 41  0
 2  2      0 288800   7216 2665792    0    0  2436  2263 9328 8635 26 30  7 35  1
 0  4      0 284988   7216 2668984    0    0  2956  1819 8156 7445 23 22  8 47  0
 4  0      0 281556   7216 2672332    0    0  3116  1770 7888 7236 23 25  6 47  0
 0  2      0 278688   7216 2675048    0    0  2472  2212 8828 8330 29 26  6 38  1
 2  0      0 275404   7216 2678020    0    0  2736  1979 7987 7707 24 26  7 43  0
 3  1      0 272128   7216 2680544    0    0  2260  2364 9754 8991 27 25  8 40  0
 4  0      0 269324   7216 2683112    0    0  2432  2147 8425 8016 28 21  8 42  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1      0 266080   7216 2686216    0    0  2768  2012 8404 7870 26 24  6 43  0
 0  2      0 263088   7216 2689164    0    0  2744  1881 7784 7432 24 26  7 43  0
 3  1      0 260064   7216 2691640    0    0  2196  2503 9668 9105 27 29  9 34  0
 4  1      0 256788   7216 2694660    0    0  2820  1816 7683 7509 23 23  6 47  0
 4  0      0 253512   7216 2697368    0    0  2416  2289 9182 8676 31 30  8 30  1
 1  2      0 250456   7216 2700196    0    0  2600  2083 8489 8143 28 26  6 38  1
 2  2      0 247464   7216 2702940    0    0  2516  2141 8353 8014 25 26  8 41  0
 1  3      0 244188   7216 2705944    0    0  2780  1981 7939 7659 26 23  6 45  0
 2  1      0 240872   7216 2708468    0    0  2212  2459 10213 9406 31 32  8 29  0
 1  3      0 238196   7216 2711000    0    0  2292  2325 8519 8403 24 27  9 40  1
 3  0      0 235328   7216 2713368    0    0  2008  2534 10442 9306 33 33  7 28  0
 0  3      0 232296   7216 2716352    0    0  2752  1962 7921 7501 27 23  7 43  0
 0  3      0 229020   7216 2719348    0    0  2796  1918 7654 7728 23 23  6 48  0
 1  2      0 226060   7216 2721828    0    0  2268  2350 9089 8689 26 27 10 38  0
 0  3      0 223256   7216 2724556    0    0  2448  2162 8977 8417 31 25  6 37  1
 1  1      0 219948   7216 2727112    0    0  2300  2324 9066 8617 28 28 10 35  0
 1  2      0 217240   7216 2729804    0    0  2524  1951 7731 7507 27 22  7 43  0
 0  3      0 214152   7216 2732516    0    0  2484  2055 8222 7910 25 26  8 41  1
 1  3      0 211128   7216 2735096    0    0  2284  2434 9705 9035 28 28  6 38  0
 2  1      0 208356   7216 2737780    0    0  2448  2136 7973 7979 27 23  9 41  0
 2  2      0 205048   7216 2740452    0    0  2388  2324 9377 8887 27 27 10 37  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3      0 202340   7216 2743124    0    0  2436  2131 8499 7725 26 22  6 46  0
 2  2      0 199536   7216 2745576    0    0  2192  2370 9455 8816 28 28  9 34  1
 1  1      0 195852   7216 2748912    0    0  3160  1570 6854 6543 24 21  4 51  0
 1  3      0 192732   7216 2751584    0    0  2420  2179 8538 8185 26 27  7 39  1
 4  0      0 190056   7216 2754224    0    0  2480  2178 8271 7987 27 27  8 39  0
 1  2      0 186936   7216 2756952    0    0  2376  2255 9649 8640 29 28  9 34  0
 0  2      0 183692   7216 2759708    0    0  2576  1997 8292 7920 27 24  6 42  1
 0  2      0 180920   7216 2762560    0    0  2584  1989 8489 7863 21 27  7 46  0
 2  1      0 177928   7216 2765068    0    0  2292  2242 8505 8290 26 22 11 41  0
 1  2      0 174872   7216 2767680    0    0  2372  2274 8912 8290 29 25 13 33  0
 1  1      0 171848   7216 2770184    0    0  2172  2306 10527 8965 34 29  6 31  0
 2  1      0 169540   7216 2772248    0    0  1792  2721 10493 9460 30 29 11 30  1
 3  1      0 166672   7216 2774812    0    0  2296  2254 9313 8550 29 27  6 37  0
 2  2      0 164020   7216 2777236    0    0  2144  2464 9446 8849 27 30  9 34  0
 0  3      0 160460   7216 2780084    0    0  2552  2124 8979 8363 28 29  7 36  0
 3  1      0 157688   7216 2782800    0    0  2460  2112 9414 8415 29 29  6 37  1
 1  2      0 154696   7216 2785388    0    0  2336  2104 8637 7986 27 27  7 39  1
 4  0      0 151368   7216 2788256    0    0  2564  2395 10445 9117 31 27  5 37  0
 0  4      0 148616   7216 2790596    0    0  1984  2562 9459 9017 30 23 11 35  0
 0  2      0 145876   7216 2793004    0    0  2208  2284 9037 8477 24 30  7 39  0
 2  1      0 143072   7216 2795368    0    0  2020  2650 10205 9523 30 31  9 30  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 140300   7216 2797900    0    0  2276  2303 9518 8613 31 29  8 32  0
 0  2      0 137276   7216 2800416    0    0  2316  2351 8671 8435 29 26  7 38  1
 1  2      0 134536   7216 2802788    0    0  2040  2528 9761 9032 32 28  9 31  1
 0  2      0 131732   7216 2805536    0    0  2496  2078 9003 8029 27 27  7 39  0
 0  3      0 128708   7216 2807980    0    0  2064  2565 10561 9579 31 32  9 29  0
 5  0      0 125968   7216 2810360    0    0  2076  2424 9943 9169 26 29  9 36  0
 1  3      0 123060   7216 2812660    0    0  2148  2388 8695 8546 32 22  7 39  0
 3  1      0 120920   7216 2814784    0    0  1760  2621 10422 9493 34 31  8 27  0
 2  1      0 118116   7216 2817428    0    0  2420  2113 7947 7771 26 24  6 43  1
 1  1      0 115188   7216 2820028    0    0  2308  2266 9221 8607 32 25  7 35  0
 2  1      0 112068   7216 2822644    0    0  2388  2188 9271 8487 27 29  7 38  0
 2  2      0 109328   7216 2825256    0    0  2348  2203 8675 8323 28 25  6 40  0
 4  0      0 106304   7216 2827628    0    0  2072  2399 10039 8930 31 28 10 31  0
 2  2      0 103752   7216 2830028    0    0  2096  2420 10270 9059 31 30  6 33  0
 3  1      0 123972   7180 2806856    0    0  1796  2759 10529 9782 33 30 10 28  0
 3  2      0 122052   7180 2809116    0    0  1980  2707 9822 9220 27 31  9 32  0
 1  1      0 119280   7180 2811388    0    0  1992  2486 9696 8939 28 28  8 35  1
 1  3      0 116760   7180 2813644    0    0  2036  2539 9486 9111 30 26  9 35  0
 0  1      0 115160   7180 2816160    0    0  2176  2379 9451 8645 30 25 10 35  0
 1  1      0 112760   7180 2817956    0    0  1520  2979 11012 10092 30 36 11 24  0
 3  0      0 109988   7180 2820740    0    0  2524  1992 8619 7824 31 26  7 36  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 107152   7180 2822692    0    0  1608  2878 10623 10077 30 33 11 25  1
 1  1      0 123792   7144 2801504    0    0  1468  7063 11327 10061 34 32  9 24  0
 5  0      0 121240   7144 2803592    0    0  1852  6722 10218 9259 38 30  7 25  0
 4  0      0 118216   7144 2806100    0    0  2236  6063 9113 8467 31 26  8 35  0
 3  0      0 113420   7144 2809268    0    0  2852  5076 9781 8831 36 27  7 30  0
 4  1      0 110064   7144 2812060    0    0  2544  2333 9156 8432 28 28  7 36  1
 3  1      0 107608   7144 2814344    0    0  1928  2744 9883 9549 30 31  8 28  3
 4  0      0 104300   7144 2817068    0    0  2480  2274 8851 8487 29 24  8 39  0
 1  1      0 122708   6968 2797008    0    0  2076  2615 10134 9406 32 28  9 30  0
 3  1      0 120976   6968 2799408    0    0  2176  2458 9401 8984 29 27 10 34  0
 4  0      0 117880   6968 2802288    0    0  2596  2073 8377 8067 24 27  6 43  0
 3  0      0 114856   6968 2804936    0    0  2424  2280 9114 8468 31 23  7 38  1
 4  0      0 112944   6968 2807484    0    0  2284  2311 8862 8528 25 30  7 38  0
 1  3      0 109760   6968 2810048    0    0  2360  2318 8870 8312 26 27  7 40  0
 2  0      0 107084   6968 2812452    0    0  2052  2558 10263 9407 25 33  8 34  0
 0  1      0 104344   6968 2815036    0    0  2336  2267 9029 8383 27 27  8 37  0
 2  2      0 125544   6932 2792040    0    0  2360  2517 9728 8987 28 31 11 30  1
 0  3      0 122952   6932 2794476    0    0  2124  2439 9770 9079 30 29  7 34  0
 3  2      0 121156   6932 2796860    0    0  2164  2411 9805 8859 27 32  8 32  0
 0  2      0 118668   6932 2799304    0    0  2104  2356 9502 8903 28 24  8 40  1
 3  1      0 115488   6932 2801768    0    0  2144  2399 9491 8892 26 30  9 35  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 113124   6932 2803892    0    0  1892  2572 9574 9501 32 26  8 34  1
 4  1      0 110288   6932 2806128    0    0  1964  2658 10234 9669 28 32  9 31  0
 1  1      0 107824   6932 2808440    0    0  1924  2653 10701 9922 31 30  9 30  0
 1  2      0 105052   6932 2810936    0    0  2208  2398 9745 9067 27 30  8 35  0
